Compound,119_1(raw),119_2(raw),119_3(raw),119_4(raw),119_5(raw),119_6(raw),173_1(raw),173_2(raw),173_3(raw),173_4(raw),173_5(raw),173_6(raw),212_1(raw),212_2(raw),212_3(raw),212_4(raw),212_5(raw),212_6(raw),232_1(raw),232_2(raw),232_3(raw),232_4(raw),232_5(raw),232_6(raw),281_1(raw),281_2(raw),281_3(raw),281_4(raw),281_5(raw),281_6(raw),293_1(raw),293_2(raw),293_3(raw),293_4(raw),293_5(raw),293_6(raw),318_1(raw),318_2(raw),318_3(raw),318_4(raw),318_5(raw),318_6(raw),345_1(raw),345_2(raw),345_3(raw),345_4(raw),345_5(raw),345_6(raw),346_1(raw),346_2(raw),346_3(raw),346_4(raw),346_5(raw),346_6(raw),372_1(raw),372_2(raw),372_3(raw),372_4(raw),372_5(raw),372_6(raw),374_1(raw),374_2(raw),374_3(raw),374_4(raw),374_5(raw),374_6(raw),440_1(raw),440_2(raw),440_3(raw),440_4(raw),440_5(raw),440_6(raw),639_1(raw),639_2(raw),639_3(raw),639_4(raw),639_5(raw),639_6(raw),649_1(raw),649_2(raw),649_3(raw),649_4(raw),649_5(raw),649_6(raw),H37Rv_1(raw),H37Rv_2(raw),H37Rv_3(raw),H37Rv_4(raw),H37Rv_5(raw),H37Rv_6(raw),Mass
147.0531@9.810989,6853191.744,4013951.224,5385233.124,4393509.238,6261235.632,3854890.821,6813886.102,5793880.318,6839919.018,6681259.802,7584653.345,7712156.485,3806522.934,5824614.732,4642015.696,4940150.314,4446506.281,4007034.78,2930424.572,3511406.593,3975983.252,4853045.917,4063036.651,4053617.027,970308.6867,8074478.886,2901917.581,2719265.096,2742509.997,4239705.219,10981589.56,11154683.06,33544589.07,8629754.935,15402664.27,19407632.85,4346813.711,6158080.595,5624031.846,8468565.843,6112058.601,6998641.221,10198817.34,17784086.41,11859676.89,14015328.94,12210771.33,12937279.22,4283362.094,11118382.65,5414116.55,5050914.801,6104117.348,4505930.862,6282042.914,6108219.975,7748249.57,9262657.466,4855837.661,6918173.24,5437258.177,4262198.217,4733023.829,3708359.947,3967932.496,5195620.709,8223404.822,6996270.356,8255386.9,5893284.609,5590496.346,10459342.58,13723777.96,4646797.298,11073021.11,7097788.106,10064534.85,10344503.78,6677069.484,12875847.13,9912045.322,14398575.16,15980727.87,3658.812124,12400046.88,10057072.41,12864934,10709724.95,9674125.404,6791792.178,147.0531
199.0158@17.183989,2666384.576,1674102.657,2276433.346,1747849.504,2329827.26,1603541.536,2363789.204,1994974.374,2308744.238,2148572.708,2333032.167,2734889.301,1790793.213,2485596.606,1895592.438,1858188.957,1974752.98,1700690.685,1369331.353,1586575.776,1736880.309,2885012.946,1739102.855,1743412.592,1049622.513,2976522.045,1345399.571,1386379.691,1163795.033,1731259.209,3670086.106,3436319.919,11582309.87,3220731.573,5038074.03,2616977.396,1655885.441,2899160.865,1953736.416,2832255.506,2173388.984,2519918.031,4596447.928,5992703.12,3830281.357,5107153.662,3757252.225,4368244.998,1765006.955,4871353.475,2188719.852,1961717.892,2768095.038,1756424.922,2469318.08,2373573.008,3275172.675,3434851.483,1841192.756,2864252.58,2005094.35,1520578.008,657480.6066,1599274.878,1536708.259,2177159.829,3111435.766,2443772.944,2799820.158,2339928.023,2082678.848,3712856.504,4538784.534,1425052.822,3649466.342,2371685.832,3431794.09,4247780.203,2728891.726,3827907.705,3570016.118,5347380.681,5683061.919,5356061.58,4120538.533,3211255.427,3983987.725,3313854.744,3280666.213,2356786.116,199.0158
103.9851@13.140011,2152920.664,1422073.169,1920357.093,1515985.067,1753622.897,1139748.838,1841329.986,1485418.139,1965285.209,1761594.647,2175796.867,2094066.612,1567486.998,1707273.933,1569597.045,1378223.639,1398835.012,1327205.881,1025242.498,1150766.334,1419224.948,2190629.184,1275163.328,1374445.247,790689.4316,2592554.565,1155158.11,978292.7493,918025.8446,1444226.151,3387357.49,3123146.811,11822325.23,3300769.24,4879855.339,5538321.363,1281912.246,2402578.647,1656998.815,2591666.197,1640236.958,2217258.904,4900122.308,5859407.13,3852787.433,5335246.859,3934046.005,4523728.965,1470050.09,3626897.451,1866765.313,1727357.496,2210714.873,1461722.57,2410800.143,2035990.039,2656091.742,3063792.168,1576293.918,2455849.472,1754620.908,1351576.873,1729246.845,1070266.098,1337240.828,1661101.171,2629476.916,1971383.278,2140235.847,2050663.499,1567970.197,2780006.303,4479754.535,1434513.274,3219552.358,1797522.062,3697115.999,3361390.325,2279007.684,4764192.742,3123864.737,5154194.008,6366739.011,3233277.554,3120515.711,2361768.438,2910804.66,2400044.648,2547136.199,1691973.182,103.9851
325.3713@0.8450007,102281.5428,62862.82688,62178.1401,78626.71518,47907.54267,46876.12976,235206.5855,144810.2366,177283.3936,178391.6865,177349.2658,135319.2723,6405.10413,16101.95036,13338.43137,14548.33337,15570.24347,15852.73891,10428.91246,6492.484835,8672.9697,23452.20056,9049.035816,9063.960843,227007.2555,561427.7211,66041.47539,220286.7644,190564.4945,236831.8241,152459.6004,24149.02916,52829.64798,11105.45789,30158.44959,22561.98345,1429.839667,37584.36315,14974.73548,38446.04621,27183.67759,36293.34538,49607.43796,17986.32893,8484.948779,12200.33718,8196.341052,12829.41102,161088.9383,149484.1082,5265.648478,47721.67222,43921.23962,50799.03032,22607.3465,4837.804965,5112.572999,13186.81987,3616.176323,5247.146018,135621.6696,152234.0217,100533.9634,30559.36642,120409.5458,78102.00333,11952.90912,50384.59501,46815.89976,50558.34639,29862.0552,56665.11177,12044.54326,5819.680424,12008.2755,3910.609356,9523.995062,10441.23417,30118.29082,7519.596706,7230.961968,13853.21321,23373.29699,3643.478791,3523.791742,358510.1758,457603.1821,278653.4772,352448.958,210198.3904,325.3713
145.0491@17.073982,995667.2188,600726.9245,786336.2686,664666.279,772786.6937,515606.1062,886924.2593,728697.8387,955713.6953,940608.3859,1099016.631,1001864.87,656647.3485,741721.1257,677756.9832,603606.0482,595482.3748,542684.1741,455352.4786,515263.7703,660950.5677,879290.1468,593030.3473,632925.7874,332724.8562,1362994.602,511861.099,479457.5995,433518.0134,672976.0507,1681807.581,1785901.864,6632407.25,1507080.347,2872082.365,3452199.16,576489.9935,1049725.399,753709.5045,1280837.656,771039.3333,1026801.107,1792125.824,2726384.213,1936529.396,2254879.317,1679311.148,2190729.837,717858.4627,2110922.02,984053.526,902136.2119,1015835.081,713831.8548,1301950.26,950543.8425,1381878.371,1716381.472,726224.3885,1213057.433,790157.6177,552023.2275,716042.7486,489529.1157,580885.6197,715039.7358,1262223.264,892443.2722,1100218.819,942554.4035,777026.1009,1449193.707,2240322.855,771415.5019,1682340.983,871011.0952,1925966.952,1399629.293,1002373.452,2181396.42,1577592.909,2274177.503,2851151.651,1396133.177,1664777.018,1205196.794,1599539.497,1288622.708,1336386.751,830243.6334,145.0491
97.9682@17.191011,1374537.467,900207.0601,1200995.188,975537.1639,1242846.501,834111.3429,1186470.581,1026864.699,1182550.786,1191398.454,1331825.086,1417156.796,966670.4426,1298190.699,1031568.88,974965.2088,1000222.01,867687.4498,706235.1412,805429.7008,919118.1931,1561172.708,895730.7771,969461.9711,520877.1719,1483265.713,713456.2359,706625.9964,635653.2846,910991.131,1878657.878,1888251.988,5910569.227,1664589.909,2578783.389,3015585.372,882117.2243,1507045.777,1052045.222,1577314.43,1133564.156,1333606.779,2398839.46,3180806.486,2118931.899,2597493.201,2138463.667,2276574.068,916663.918,2114724.42,1135197.95,1009657.691,1386517.932,957161.0185,1301401.011,1321944.388,1706766.387,1920968.813,1059213.365,1480133.048,1024607.288,802466.4281,880850.6886,818070.4218,787525.8203,1111020.853,1616434.029,1395071.963,1538835.728,1250032.494,1131791.017,1887614.984,2373011.849,770433.4192,1909815.783,1288488.255,1796178.355,2161551.346,1414608.026,2519995.735,1862824.747,2859629.022,2916884.814,2783109.566,1969407.883,1557812.02,1889784.053,1622611.575,1650839,1195957.439,97.9682
115.0994@1.1780009,5921.625352,2860.211565,4995.490921,5121.842426,4406.87603,1786.230293,3141.122304,2549.445725,4598.060598,4139.823127,4544.11955,3916.509079,3424.710743,3821.800537,4045.862799,3789.159788,2513.968035,3226.319021,1786.978523,2298.829196,3134.853995,2428.271075,2987.283747,2739.881531,1502.083742,5387.688158,2845.525065,2780.24959,1974.809903,2832.490363,5031.955385,4796.992829,14434.11572,4567.818196,6665.742149,9080.145446,2321.149858,2707.086506,3005.672716,4710.719,3217.20109,3749.454537,4048.347103,9443.404964,7355.490925,3400.330576,5378.80386,5199.295317,2823.650148,8199.305797,3580.866662,2465.289809,2715.247931,2828.412122,3473.676024,2961.679343,4007.683192,5110.028113,2131.873287,3112.399457,5011.239677,3934.652885,4879.748748,3345.316808,3460.757585,3696.026447,5112.072741,4190.132229,3830.993942,4513.270509,3796.188443,5251.396136,6747.365844,2041.685944,5109.179072,3070.487044,4270.078797,4643.268325,3761.127262,1287301.113,5002.522304,2645404.523,6589.987884,12961.12728,9908.147125,8011.634148,7958.155377,6555.671614,7316.939932,4942.303013,115.0994
183.0383@17.076015,553910.469,342618.2892,448871.7477,388647.9516,436431.5259,115293.2974,503587.2799,423315.0933,528520.8476,527201.0385,614198.5002,258872.1446,383614.2395,448573.724,412588.4716,357569.5463,356884.7029,333392.9865,284792.6297,308387.5173,411910.2591,566388.928,359813.9064,367394.3318,183732.5895,787819.1345,283863.9754,267063.4141,244362.6429,404869.0971,1016479.269,1056124.854,4397629.596,919925.8772,1766585.038,2164398.448,342453.12,647400.4358,465152.8445,769155.1921,452125.07,626321.9441,1112864.875,1831569.264,1269858.075,1442771.516,1056172.004,1439594.853,403922.3855,1255785.624,557050.8659,477954.5839,578713.8836,407484.5092,815632.3791,575958.447,780002.7983,1094735.598,432354.5802,745385.1396,430413.0188,330979.4759,384510.7759,263543.4014,326054.7342,430444.5357,786772.6082,541835.1269,655281.4258,561431.8075,457903.7251,887756.9454,1381883.442,487742.7203,1066302.944,513293.938,1248306.258,800281.9828,592484.3195,1391364.721,949719.484,1368900.111,1817997.226,797227.9521,919941.7636,656452.1164,901673.7598,704152.9695,740867.0014,489490.2153,183.0383
337.3352@0.9589997,64157.30035,26739.74926,46157.3643,26988.80001,157475.6142,93007.33391,413229.6951,54963.12055,126078.1816,47009.56128,44418.90129,52235.49075,42730.96858,63942.01189,44331.97674,101622.1628,77966.54959,42637.26463,27284.24148,34165.67486,43980.95869,67665.09313,42189.66393,37233.12656,66251.80144,204986.5627,155541.6626,183861.0322,19106.31391,78198.68883,75309.92417,107047.8588,270501.8283,135096.6302,124864.6909,278397.127,50688.12222,55791.68605,64688.81628,55494.56024,50800.46814,424836.49,218309.7105,1712772.621,744410.5272,164673.1172,572640.4924,1483856.833,57387.46522,77271.00177,62220.16355,183999.9131,258995.0823,32829.76971,77311.67362,34194.29756,617733.2199,67099.77373,94010.43012,61063.44643,68185.85796,30536.28093,37228.99164,40857.27773,50677.54559,65628.562,336045.1161,773843.2161,283117.0454,109353.722,47783.71477,113862.0153,140092.5632,219742.1481,101862.5015,157070.1241,67353.28885,60734.30421,48785.50895,123643.0366,92957.45435,21940.28372,112110.3637,125806.9334,491691.0703,259849.1528,516486.2157,105590.0979,138001.9259,39642.72823,337.3352
185.9883@13.142002,780003.0313,506432.1076,695411.7461,539442.9093,602650.6883,391829.2826,645579.1097,501417.2331,690558.5442,664368.9802,769407.1759,720496.2887,564536.9502,590402.6734,560430.491,491571.2408,493122.9603,474507.1209,362449.7277,402479.5749,504307.6586,809973.0868,439555.5263,522648.9157,275096.8625,928690.0409,410241.184,334779.4665,319850.8407,514942.4581,1228970.259,1203791.56,4429408.184,1225491.751,1820226.838,1998556.739,446973.3441,879707.1194,574026.5283,936961.4711,572485.7087,793844.4165,1886434.089,2223231.611,1435234.621,2028565.301,1457060.074,1722708.271,520570.7485,1284395.867,661353.9567,618434.119,792110.5776,514741.7214,886323.8092,713485.4687,944082.7155,1192369.092,547039.3134,879627.7157,645306.044,484606.8558,625444.8248,365934.3133,495969.4619,583923.9407,971751.7359,677039.8442,729930.2551,728659.402,538718.1496,967416.0968,1659568.779,531690.8414,1165496.773,632262.7035,1394229.617,1195831.511,813839.3856,1725924.087,1122376.589,1857463.831,2452122.838,1070805.286,1079602.615,810173.8473,1009907.057,821101.7726,885163.8056,589799.4734,185.9883
157.9894@17.188992,1064091.186,696173.0467,918658.843,746496.873,965768.352,632636.2234,921529.0846,788800.1438,918609.2105,927530.3,1021884.315,1106317.96,738407.5832,987127.7849,784007.6904,745224.919,773397.4441,660095.363,540530.0064,618140.9106,690761.9616,1181505.323,684732.2977,739024.3517,404658.9871,1154195.207,553375.9232,544622.7632,492543.203,712518.1444,1464947.693,1446046.309,4588794.778,1263177.934,1979671.552,2313102.074,684751.272,1170036.419,812447.9968,1215644.195,872193.2228,1009415.143,1850745.246,2390447.937,1597444.208,1979711.357,1634095.738,1743290.581,702765.8781,1625860.238,878266.3625,786218.9253,1077388.387,743309.8669,986586.3742,990926.0542,1310374.608,1447181.105,804513.7056,1137773.342,798346.1268,628041.3348,681064.1966,628256.8178,606147.4562,858481.0846,1241174.294,1055729.94,1179817.02,965255.426,878358.693,1469572.065,1826786.036,598050.6098,1450075.275,994504.8414,1380783.724,1676542.514,1091937.821,1949631.36,1421772.21,2184085.344,2253188.45,2135383.565,1549446.999,1243805.002,1496873.251,1278918.533,1289502.664,939101.3564,157.9894
267.9916@13.144006,503488.4304,331905.1807,464972.7681,354326.788,382372.2752,253074.7225,416921.9171,322715.2059,450814.6659,434941.149,487854.8023,464346.6167,375595.9883,385915.7011,373153.837,321415.896,326163.0798,322335.0063,235867.4195,260728.454,332265.08,557961.8911,287247.5152,346534.3445,175506.4016,602047.0621,265936.8426,209198.3749,194771.4366,326933.2292,812760.2534,793876.8934,3019817.046,830533.0819,1227758.995,1326526.703,291340.8094,594961.5972,393111.1472,627912.3262,368112.7948,532752.6898,1344003.098,1504917.591,994293.146,1418060.409,1015218.248,1218288.505,339380.2145,839977.2464,435976.7631,409113.353,525038.0572,332923.3456,602521.8507,461515.0419,622841.2557,781611.85,353630.6185,579872.4174,414099.0254,311961.1481,423370.6766,231772.0862,326880.7463,381606.8233,627756.2926,438166.2543,466192.0687,481033.2254,348663.7974,623905.4713,1131547.1,356256.3406,777718.6239,410290.6094,969077.3189,792598.3486,540974.7742,1162417.445,750711.896,701826.8669,1720026.426,689123.2126,685043.1731,513474.0218,638992.3629,515440.2128,562331.0414,368091.71,267.9916
138.9947@17.192995,679484.7116,454433.2769,538344.3914,466740.8486,631191.7241,416234.7877,575590.0538,503098.9786,597579.1505,586439.8752,654258.7701,694019.3433,472422.3122,643520.3194,489573.4962,464826.0341,470870.5085,418427.0992,360520.088,401548.2995,444743.7577,736186.949,417830.3472,437094.5541,269071.9066,730238.8468,364695.2854,332352.1249,249278.742,457682.4305,883059.5147,719847.817,1085886.482,792042.5198,1250130.63,1463568.491,384333.6996,731239.5291,514564.2129,758504.9243,538148.7171,616083.7441,1155851.445,1194686.311,1213566.872,1280557.645,1065832.601,1031752.848,350165.5803,972065.4868,477623.3812,392725.7227,688951.6107,446712.9214,576727.5929,582780.2884,805282.8451,705453.9589,445406.5858,702284.021,524008.1165,398933.7457,415869.784,367815.818,393703.9768,555744.1589,758784.3172,629179.6294,768286.8953,596563.1363,567956.5299,931892.6357,1151916.309,371512.638,883524.7508,647836.5316,834630.7985,1087893.881,697431.3677,1247845.341,896364.6279,1452789.761,1472448.013,1300608.183,930008.6264,795409.3151,952383.0584,767408.3171,827704.9902,576032.2227,138.9947
120.0@12.890994,311273.5541,197916.1908,254334.8238,223583.4183,302571.0191,200050.1719,279625.3936,244112.3543,254352.4844,272508.3413,295911.0347,351426.1807,182506.4627,269477.3941,194949.849,200156.3228,198931.7205,161172.8139,127724.3611,151350.6801,152927.6474,177681.3929,157460.8045,178066.564,134056.4045,320151.7165,168450.6984,173772.0112,162635.8996,214168.4356,345268.2323,360859.0418,845838.0602,263622.1115,416473.8397,509501.0276,190862.4393,238620.1023,205251.5,288808.6557,233968.3628,234867.054,259368.1815,445422.3027,312638.6122,329229.5469,298251.4167,266909.1317,208846.1969,442322.9935,254829.7269,201922.0046,251764.2146,224692.5576,191109.2105,256136.7871,317824.9557,325316.7281,208191.4278,256393.1218,220885.2995,169138.0658,156298.2475,189920.9826,163245.3338,242963.253,311478.2675,296380.1221,334107.6327,248158.0378,255829.6417,401498.7912,390777.0713,133862.9858,350627.4827,278853.3678,260991.6446,466613.4375,287902.2901,388499.3758,336028.3729,461572.1366,376363.6367,475204.2549,479959.5331,401080.1641,477121.0493,416960.5491,412924.2836,303714.9697,120
161.0268@12.901,543116.3918,351627.4589,464518.2821,385960.7274,547465.8949,370893.1461,492812.4645,437148.6823,455647.3931,481303.2959,523140.6915,610094.5435,344928.104,519863.0417,381297.3874,386331.5436,380987.2758,314616.4723,252641.0395,294540.5366,301543.2287,343481.5737,305347.7907,345470.1324,226584.5172,558537.1536,291331.4299,309654.2643,284553.6508,379268.6893,598286.0661,621307.8744,1507813.727,476724.218,758693.8711,913996.7793,354247.368,438146.257,381776.1456,554041.7346,434222.9792,431139.7991,489079.3383,866861.6236,577779.0955,642871.8805,578302.4885,529323.9289,370502.1,739659.0446,436616.66,363288.84,443202.892,385844.2668,363473.2464,473476.632,588724.9472,614493.2545,389791.0208,479296.5218,378510.2055,297857.0021,275123.0604,358279.9822,289549.1584,416402.9357,577050.4622,534233.2526,624544.6511,452951.9792,473953.7923,727552.8899,706453.5415,238230.2472,640847.9239,510733.6008,479224.7299,841551.2352,531300.4167,707563.2408,628649.3243,775880.6178,688851.3945,933105.5401,835258.3833,684094.7902,790202.8638,734126.4681,715801.386,545134.6801,161.0268
218.0106@17.19398,457070.7995,295772.8777,414421.1051,344505.6971,441966.2256,283963.8023,415849.7931,161492.6211,452449.8174,423799.0961,466869.4646,473099.1985,328814.2511,463804.1724,360271.9478,317972.2046,148803.4882,313506.4426,242801.6543,271677.5917,286340.6723,549960.7098,323667.6585,385530.9273,202230.7834,519632.618,236455.5876,240887.1821,204595.8332,320934.8049,669706.7357,563816.4023,2006954.526,550937.7157,278177.519,346914.5617,319549.8722,543212.2373,364858.4068,575544.8717,401542.4779,437223.1809,784319.0073,1140602.401,704295.9189,116812.8528,742712.4627,764482.0485,307649.3703,707207.9217,422915.0116,326936.8598,477504.7928,325568.6789,417594.2071,578260.414,548703.0657,666216.9968,348131.6102,520053.96,338384.6253,286880.1427,310695.7017,266010.7265,281569.3644,386113.6927,553686.5469,456788.1154,505020.7535,409957.0686,398242.4929,266618.3407,665215.4896,283619.327,592363.9238,466505.9613,590439.2349,775198.1205,478987.9623,824875.8013,261136.2143,652187.4482,815035.8067,980414.728,624156.1052,565154.1683,637515.5706,508495.8349,510166.8641,424470.6497,218.0106
100.0636@13.501995,2440653.447,1608556.231,2114642.654,1748841.116,2316457.607,815083.3717,1115779.317,1831420.589,2112152.724,1104506.125,1232770.874,2604712.428,1706062.194,2351342.872,1788049.74,1733640.252,917539.686,1476050.604,1221758.486,1415167.083,1526967.361,1977033.239,1542880.265,1695083.16,993225.2707,2630291.275,1331069.027,694808.635,1214954.305,865385.6102,3195995.632,3175351.144,8802834.3,2724087.724,4233844.577,4955913.843,1592280.949,2292330.514,1815778.287,2657109.298,1982462.941,2183639.05,3019200.41,5001391.213,3335085.776,3931491.078,3417691.521,1721741.246,1643865.52,3666301.577,2009478.228,1733527.252,2171952.394,1731768.631,2110055.781,2270518.892,2981582.532,3222840.696,1863628.878,2505114.943,1803052.849,1417130.774,1478914.033,1543440.35,1401806.864,1897769.468,2785974.068,1270716.184,2736825.933,2166536.416,2080286.751,3327483.248,3900250.702,1290139.721,3164488.093,2192751.857,2806471.824,1979413.428,1292291.796,4016640.155,3099967.997,2429806.987,4332992.028,5454122.428,3480984.623,2864096.151,3358187.231,2971700.738,3054249.652,2244227.13,100.0636
113.0841@1.5789996,16052.89258,226722.5946,240055.6017,221764.4607,341325.4488,165954.1853,141061.3163,253582.1681,335389.5752,189616.2947,399730.3739,188071.2721,10513.90909,351949.1117,221626.006,420323.8715,219921.8923,189210.2537,183594.1498,448571.9192,450892.0773,534733.5054,511716.6723,609389.1136,223807.4847,636064.341,274876.9682,352878.7514,258456.9237,238168.9701,17271.25624,20464.92228,60067.43807,15888.43972,25206.56033,41203.29583,186366.5032,394832.7412,265566.9709,281037.3913,300771.2551,307724.0721,25405.78509,34243.68597,23659.32898,25407.31899,19498.75483,30144.17741,425525.3343,1885400.6,804513.5444,214952.0101,659836.8587,555430.982,291169.5584,432594.7047,17271.0661,425750.5681,337179.0261,293480.2734,396478.7279,256173.1372,276970.9943,756121.0653,262448.8856,640491.901,714136.3292,608159.3021,533491.6224,294467.096,897331.8038,26969.43798,24274.65125,22585.89525,24870.2039,18045.38397,18880.02208,26732.34494,486164.2411,488936.5793,506501.6221,565685.7728,33682.87275,11200.58183,1068717.923,943543.6696,817913.1674,643819.2176,787022.9958,630197.8953,113.0841
191.1523@13.797984,278859.3667,217079.0051,256875.2028,233605.5273,307379.4764,186525.6893,337724.7713,249497.9587,320418.3025,336595.1752,268007.1113,320935.4172,128115.4611,158378.7939,174012.4309,251749.2154,149889.9256,172681.7015,219762.8839,215041.4706,221578.3141,273451.1252,260294.788,251595.0904,128528.3131,319419.4597,173349.3397,210890.5159,180143.4037,276279.9729,280437.0503,367879.3856,1021239.462,348956.2986,506890.7703,559810.34,249837.2271,318782.2826,263575.1296,343786.4126,283053.7208,276154.454,320863.2228,567700.7854,442711.7861,474728.4691,356302.9583,370577.4298,263667.1899,631777.0874,304025.6784,210654.5815,273466.7352,237606.1092,244836.3211,270622.6119,261783.7684,315203.1347,226763.9017,307764.7225,245228.6516,191154.5781,248896.5812,224846.008,213985.8309,286114.0629,294477.2614,338339.1833,357359.3027,267592.7655,292686.0495,482609.1255,471541.3402,140885.7406,479476.2432,422577.9118,321153.1764,642848.7247,356473.096,485635.0322,421560.019,591761.7166,575094.5095,996259.3583,435361.7198,392184.8787,415686.408,349661.4848,378056.2076,246913.7005,191.1523
349.9946@13.14299,192477.1352,126092.8047,176666.0831,133766.3031,145790.4737,94889.45401,158107.0524,123222.4504,172596.727,165716.7581,192382.5159,177341.5267,141440.3652,142271.475,141533.3087,119752.3556,121678.0536,120326.4501,87688.71124,97787.60035,126293.2452,211888.053,106189.3113,128383.5377,66925.88463,234378.1704,103227.472,80219.37144,73801.58624,125716.733,313519.1546,301103.0628,1162928.575,323475.7613,468231.843,509677.0111,108850.4588,226585.8268,148600.8589,235434.0343,138688.881,203481.8541,510726.2391,578313.5755,379143.5347,541992.6343,387439.7242,465264.9939,128058.7961,321872.4016,165319.8058,158515.512,203800.289,125444.3637,229484.1349,170578.0068,233871.3111,293898.0586,131648.8545,219160.1107,161429.0416,122367.6967,164625.2095,87125.43095,126101.4185,146091.9009,237038.8491,165153.2858,178490.7114,184479.9625,130930.309,233913.9049,438365.1485,137869.4541,300591.4716,154352.0227,376558.8328,301123.8852,202949.0722,441267.2734,284749.3085,466173.3283,666957.9035,255382.8002,265132.0914,196812.2801,245046.6145,196380.9693,214075.3572,141870.2364,349.9946
180.0209@17.177,436681.2678,287484.6155,365815.8709,303016.9213,381754.6334,261131.9787,379282.2687,327777.4296,380557.5751,376452.7382,451073.1683,439821.8168,286449.0247,378033.0697,306951.0917,286015.469,292944.4552,256362.9233,208363.3202,235066.7295,271948.2535,440120.8949,267707.5042,290980.947,169918.6672,498400.072,232632.2685,229040.5094,203471.4696,292105.3338,590011.4776,617962.5124,1920874.861,520389.6098,851785.3934,979218.9611,275466.7417,454634.0967,324871.0053,499654.2586,336191.3018,399284.8355,686512.6025,969780.8236,647148.4973,796569.5135,654995.3988,689050.1901,293156.433,703161.6054,369601.3571,323278.1667,426196.859,296756.3637,414853.6925,396751.5774,515761.5533,605110.1454,328824.8883,436637.508,336236.8633,259240.5862,282560.7794,243343.1881,247556.2431,348009.4679,509173.6014,424990.5485,460695.4119,367104.9861,355134.2404,586705.3733,765996.3949,243351.3932,617276.4638,391270.7483,589316.4013,672558.9738,437657.6594,802068.2046,577544.1905,872621.4661,937160.5098,839158.4855,661909.8722,518795.4631,628545.0748,542617.545,547998.0497,395602.6917,180.0209
155.0695@14.126994,8187.327834,3058.112942,3997.280451,4346.375759,8737.719002,3630.161963,10494.15148,9525.436895,10292.12119,10362.03853,11221.69309,14748.6545,3021.847933,6597.875458,3893.413212,5634.807175,3319.822578,2169.228108,4121.692586,3567.639111,4283.063362,6018.706338,5266.688707,3654.446265,815.8688679,7482.052347,1466.912395,1915.932785,2835.570227,2727.680445,19231.10584,23336.89803,91645.42818,14891.18352,39442.89422,58946.94209,7508.011006,11862.30085,10418.01318,16067.78675,13358.9972,12870.58179,19599.17353,37623.5901,31680.67775,25176.39006,21001.03032,37269.1686,3550.396707,16114.29203,5245.727266,4488.999453,8747.851229,3891.878789,8307.461135,10754.58844,6942.741041,13132.84136,6950.545482,7574.473848,3679.725625,2066.110189,2396.125614,3091.811574,1996.012127,4542.94215,8388.387901,7604.314045,10022.51626,4432.054531,4766.261174,14128.76527,19717.64519,7866.303007,17310.58956,10881.37077,15861.08103,7422.181276,17106.00601,225081.7838,34593.28753,652219.138,50311.1758,3132.739396,26044.53228,15010.93331,25851.26338,22394.16855,16485.86774,9653.245144,155.0695
259.0371@17.18799,230789.8074,172235.6708,197788.8754,140822.2061,183566.358,143384.1535,218179.1139,210119.7792,236438.7875,236682.9629,258098.805,233909.3811,174821.4495,229217.4052,175957.8772,162051.061,189233.6137,156986.599,116510.0833,135345.9556,126979.6144,293124.8309,151150.6337,164422.3448,132240.6073,285015.144,138789.5954,126847.2663,120126.8752,172863.3997,302919.381,351977.9289,994061.1876,312082.6704,146959.1554,550591.2127,172930.144,277939.882,178392.882,293899.5218,198719.3189,207362.9086,451624.173,549012.4019,380276.6223,465640.2906,406567.1231,393168.962,174354.3676,377929.3163,222274.0906,59474.70529,241279.7105,177388.0243,222086.6506,231466.6119,285065.7711,310958.4438,155369.962,264422.6949,189338.4697,147175.1595,32676.11231,136188.7092,138731.9034,200663.6959,287791.7947,245845.4875,277210.0013,233707.4384,204591.8233,323823.1814,438686.6394,149732.5836,135580.3859,231247.9311,263110.5598,384236.9955,257796.9629,461606.485,349034.8208,475399.2688,515825.0428,514460.3761,370140.8254,307552.4403,341550.0377,307696.6353,333691.1719,239928.7749,259.0371
431.9976@13.154009,135106.1985,89506.8632,124630.1865,93844.16973,101836.1432,65943.96437,111020.6586,86519.56786,123333.818,114892.4812,134739.6565,123627.1996,101420.4297,99657.86851,99345.30551,84471.77705,84346.10879,85179.35737,60522.69456,67378.58388,87493.11298,151633.6045,72261.37743,90255.00512,46384.01032,160399.788,71222.95638,54034.5659,50134.87567,87264.69987,221827.7791,216172.5087,840059.9313,232912.8734,334796.8761,359905.1501,75733.2467,161814.9832,104464.7252,165911.9997,95273.15669,143184.3633,371654.7516,417390.6349,270935.5841,394951.0873,277071.3875,345914.8661,90746.20309,224537.4174,116583.1938,111718.9841,143490.4957,87532.70306,162959.572,117259.2696,163722.1514,204993.2072,89357.99484,150784.5624,114376.2679,87361.66098,118951.5898,59957.76425,89799.58812,103950.0695,168332.5095,113706.0793,122914.4387,129610.9594,90728.86975,161192.0466,312016.6696,98766.25866,211661.1464,108122.1352,276097.5593,214113.6708,143979.5814,312867.7542,199986.4062,134510.331,486164.2428,171515.0426,179305.0053,133711.3227,157371.0635,134372.8174,148343.3595,96134.15282,431.9976
