Compound,119_1(raw),119_2(raw),119_3(raw),119_4(raw),119_5(raw),119_6(raw),173_1(raw),173_2(raw),173_3(raw),173_4(raw),173_5(raw),173_6(raw),212_1(raw),212_2(raw),212_3(raw),212_4(raw),212_5(raw),212_6(raw),232_1(raw),232_2(raw),232_3(raw),232_4(raw),232_5(raw),232_6(raw),281_1(raw),281_2(raw),281_3(raw),281_4(raw),281_5(raw),281_6(raw),293_1(raw),293_2(raw),293_3(raw),293_4(raw),293_5(raw),293_6(raw),318_1(raw),318_2(raw),318_3(raw),318_4(raw),318_5(raw),318_6(raw),345_1(raw),345_2(raw),345_3(raw),345_4(raw),345_5(raw),345_6(raw),346_1(raw),346_2(raw),346_3(raw),346_4(raw),346_5(raw),346_6(raw),372_1(raw),372_2(raw),372_3(raw),372_4(raw),372_5(raw),372_6(raw),374_1(raw),374_2(raw),374_3(raw),374_4(raw),374_5(raw),374_6(raw),440_1(raw),440_2(raw),440_3(raw),440_4(raw),440_5(raw),440_6(raw),639_1(raw),639_2(raw),639_3(raw),639_4(raw),639_5(raw),639_6(raw),649_1(raw),649_2(raw),649_3(raw),649_4(raw),649_5(raw),649_6(raw),H37Rv_1(raw),H37Rv_2(raw),H37Rv_3(raw),H37Rv_4(raw),H37Rv_5(raw),H37Rv_6(raw),Mass
380.2905@12.048998,8369.972462,16068.2435,21545.15708,11396.46061,20944.31955,13574.56301,17064.73107,14928.33936,17903.99997,17667.45834,15630.26884,21850.90902,16544.6033,21500.71177,21647.33713,14202.76863,9784.998313,14700.98188,10799.69262,9200.030284,14071.88981,16954.12012,12818.95317,12457.04843,7988.79171,17314.25511,12948.7559,7441.331689,11017.38835,12978.82096,19653.78187,22296.0815,20545.64134,11608.09425,19320.23306,25681.25287,10625.29034,19574.56092,15290.4644,17735.48427,17951.90076,13377.25452,0.20661157,31118.46944,21125.15707,9079.371894,19370.31131,10012.90854,9807.307474,26170.65348,17081.92119,17598.88431,17747.47932,12972.02425,4045.96032,18526.99837,18016.0055,29330.31743,15860.23698,10425.96146,10156.52233,10374.73001,12998.28096,13881.54602,12574.62428,16962.22149,21924.14551,21393.86776,20690.29754,15382.20876,16281.71797,24820.72724,24363.25842,7887.129453,26584.81547,20606.96634,8001.590651,33712.86285,21501.79388,18422.13722,25901.89581,25694.26388,0.278787879,24871.50305,25370.69426,17447.18565,26080.81765,23822.85505,25013.98894,16566.84512,380.2905
365.9683@13.560015,14323.14051,6373.914589,8503.244098,7755.345457,10277.38842,3601.77188,13807.20326,11860.4694,13132.48483,14095.90354,16649.16085,14109.09087,5943.922312,9762.5344,8896.623116,8514.06338,7858.675455,7938.213255,5599.676065,6798.382906,8862.765843,7995.565843,7903.030306,7326.81209,2217.745998,17352.86723,5506.403298,5387.122871,2237.950397,8183.884311,20781.54055,23196.66993,63884.40997,10520.25127,34003.68099,44022.03963,7493.552053,11078.40718,10871.40492,17113.38344,12856.04128,12407.56361,24144.62807,25375.29423,17736.98516,30788.40328,25358.24575,29878.35537,8558.476615,20703.59452,11968.50301,11473.10635,11861.52891,9492.751518,15134.40437,10948.6215,15756.98897,21152.66617,8536.809951,15056.96422,11275.28927,7792.851224,8070.056177,4851.981823,5805.484864,8730.023143,17316.3152,12178.96528,15763.05511,9126.995562,9169.553752,20016.08152,36787.28156,12239.00823,26083.33889,15020.22145,27059.75543,16857.90856,12416.51512,21498.93227,24159.83797,17277.67546,34583.63639,8579.696976,22131.85458,17721.00273,24288.36255,20124.55644,18281.08426,11324.92338,365.9683
201.0185@17.204985,19537.87881,12977.93056,18079.92071,13666.71516,18070.90357,0.083746556,18833.9487,15675.78179,16783.39391,18419.71068,19496.53329,21036.65448,13712.3157,18998.94649,14829.6545,14709.73833,14019.33879,12589.58187,10379.55378,10900.24516,13401.82921,16135.41378,12810.13775,14309.62583,7718.207138,21023.61324,10574.85178,10720.82591,10048.46274,14619.62537,26605.05627,27051.54596,86863.00669,24636.5571,37255.12066,46059.83797,13784.17243,21112.06174,15197.78672,23756.81153,16418.74925,19200.3636,31812.39666,46092.40664,28017.04799,36873.77187,32280.42702,30756.42424,13750.17526,29935.21547,16520.2121,15134.19285,20253.09915,14414.54546,17701.83907,19139.91077,24160.20108,26983.65296,15395.967,0.14600551,15099.20333,12025.01375,13401.64625,11954.97191,11272.33942,15917.27604,22943.97582,20608.15867,22589.6171,18027.02473,17322.15984,27658.46167,35183.77027,11523.19556,28100.11024,18744.92557,27830.44248,31532.18957,20218.39388,38420.69758,26845.85449,42324.12116,43152.73943,40042.86064,31257.89923,24214.1344,29387.05677,25985.31125,25200.62475,17285.98121,201.0185
166.0415@17.082022,11428.51241,6701.059492,11375.34769,8850.230306,8765.090903,6099.931646,10178.05451,8981.842405,9414.181802,11201.35148,15901.49253,10662.10906,8417.439666,11019.04128,9302.852867,7036.253459,6942.294191,8760.366977,6473.900863,6363.143238,7698.95317,9534.995044,6862.898074,8383.970763,4593.043511,14046.41819,7639.624232,6304.200007,4797.15699,8426.567507,19763.98022,21733.12062,83289.21825,19114.13064,32952.65951,42592.81318,7252.806048,12541.64024,9630.356987,13559.39998,9305.757543,13378.65452,21780.37187,35094.86283,27278.5951,25670.53882,26473.95759,28128.89972,8711.18185,24287.08984,10414.30302,10138.89202,11607.27271,8684.606063,16776.54651,12088.45291,16066.52616,23126.71081,10471.87883,14641.87056,8914.985138,7045.40219,7092.45618,5715.85345,6137.103047,8543.206614,17164.56974,12968.46941,12633.18403,10821.08536,9774.614911,18248.16692,28327.84905,9559.338815,20481.86229,10432.73275,26530.84579,15303.96255,14835.55753,27987.58517,18690.01484,7116.465005,35174.94548,16386.31516,19647.40169,12760.08152,19199.12177,14125.24405,17471.91512,9709.743216,166.0415
199.9895@17.110989,17166.52895,11471.44957,14945.70803,11712.09697,14428.15977,9222.58948,15679.67598,11252.13662,13756.2424,12728.86938,14915.26168,15524.79995,11752.08099,15981.79609,11578.80823,8698.898091,10152.37462,7796.340527,8244.704179,9575.911826,10147.43802,10156.70303,10102.5675,12312.16689,7263.669949,17314.56034,8211.505223,9427.391747,7765.685894,10795.23418,22997.64799,23948.27765,72569.53395,20367.5951,27502.31901,36252.89583,9398.674363,11768.93941,11800.78508,19235.9355,12137.80712,14176.52724,24384.91733,35556.4463,23185.84798,30051.33882,24394.40552,26066.01212,10844.21326,25025.03805,13841.67271,11795.31626,14343.09916,12101.43031,15360.77792,12861.23307,20246.79062,22718.22981,11847.31134,17621.69701,12497.04795,10021.85673,9785.110718,10158.84464,8492.624265,13011.04133,20600.66672,16963.29255,19051.49533,13352.90519,13359.69592,23329.29143,26584.23638,8718.104658,25376.73833,15944.64238,18819.31905,27256.93888,16613.80601,27336.41161,21811.95863,25271.63964,28931.21214,34498.3273,23438.39012,19070.04019,26037.66062,16871.91292,20365.12503,14707.26606,199.9895
278.0316@17.197014,22232.64466,14291.12284,18075.13172,14391.95152,20102.76032,12803.25723,19441.42473,17176.05286,18370.54542,18915.65173,20814.00271,21635.6363,15189.13388,19863.29029,15489.86607,15471.73557,16532.52226,13262.44468,10114.98849,12147.56471,13819.7686,18768.36144,13329.89532,15185.30131,7907.985099,23088.06448,11206.38676,10707.19616,9445.090841,14243.75209,28994.49264,28620.12667,90163.3538,25224.329,38688.26281,47707.76524,13347.47656,24446.47387,15717.82308,23584.79996,17154.71619,20083.2545,34919.42145,46034.93556,30797.63974,38085.90411,33472.58845,29785.85014,14603.83476,32194.59399,18192.55755,15946.14988,21364.21485,16002.42425,19537.10849,22258.87937,24678.61706,28001.2133,16396.31962,21962.58683,17203.10416,12272.59226,14260.97848,12279.40607,12610.63034,16729.60001,24103.89097,21738.40329,24285.34547,19463.34208,19017.48877,29970.64073,35594.1003,12342.06057,27622.42429,18551.7983,28713.74056,35784.22814,22358.23024,38012.74221,28400.03796,44410.03961,46221.07882,41726.46064,30774.39014,23708.65231,28141.87385,24029.53825,26099.20877,18031.57679,278.0316
222.0508@0.94100124,4785.399455,2086.524514,2681.946012,2913.648486,2497.685949,1385.503022,2401.289799,2363.724513,2953.45454,2737.234151,3389.003299,3982.109078,3863.186776,1702.355917,2903.499165,4226.997255,1683.2033,2929.001665,1404.74381,1078.512395,2331.151516,3114.728376,2083.70248,2160.260046,921.7404929,6791.917911,2327.908537,823.4275492,1098.049579,1525.316807,7246.942168,7184.222577,27364.30416,6965.882666,29355.00992,18842.26445,2707.017626,4697.304691,3540.28759,7010.509079,3429.203845,2633.527267,11435.74379,12276.72893,5632.77026,9724.211563,5611.646284,6523.81157,2861.547118,10878.53666,3414.703026,2419.915154,4480.785119,3122.327274,3417.892002,3013.120665,4377.884294,6569.31572,1981.024801,4306.140506,3648.776865,1723.862255,10182.88923,1495.089809,1800.696975,3278.069423,4559.296982,2788.813221,3829.315154,3856.845717,2648.830864,7611.198337,15105.20166,2240.539938,7056.451802,5128.020923,9052.339413,9930.145466,5011.072713,14671.57192,11971.67105,5132.626991,12891.7091,10432.24243,3778.862817,2823.331676,3179.850691,2591.612117,3027.509636,2361.287044,222.0508
425.9804@13.223012,16694.2149,11072.36472,15425.77414,12069.52728,14272.79889,9408.339341,14318.72998,11327.9581,14551.03028,14506.00161,16087.25286,16230.10904,12244.44793,14793.67488,12844.0793,11422.53446,11768.595,10422.4612,8288.57856,9278.162516,10585.56474,15904.49367,9426.865017,11628.7454,6221.734966,18391.73169,8686.891448,7871.91461,7223.603253,11089.33886,23411.54552,23305.61208,74754.82321,22632.26453,32935.46281,36299.52393,10055.09309,17345.07937,12796.6016,18843.02972,13007.72998,15942.18178,31129.33881,41155.64134,26540.54551,34763.36526,28453.22095,29202.0022,11051.11023,25552.41877,13703.14544,12526.89533,15974.62808,11399.85455,16274.61483,14904.31737,20646.56748,23275.01163,11983.19013,18339.31409,8815.170261,9768.526151,11788.8727,8908.311855,10171.3576,12612.65455,19511.03036,15449.74875,17018.17797,6790.483724,12574.85294,21170.18675,32351.35649,9980.572974,23111.75761,14314.95203,24611.80226,26908.33502,16766.72116,32354.82154,23065.79995,5023.25509,40947.24852,29488.50911,23090.64467,18358.08151,21793.26999,17662.27655,19182.86167,13789.61979,425.9804
123.9572@17.099,15655.50966,8930.133317,12658.91133,11304.63031,12303.41597,9240.594989,13748.26993,10194.88262,12000.36362,14092.37241,13521.17463,16451.49086,8728.631402,12829.28039,9376.456172,10301.66669,7917.126143,8638.219869,7208.796735,7197.991721,7238.082647,10924.41212,8718.280994,8880.475995,6429.630282,14770.43362,8001.018171,8428.242985,9767.999929,10676.65566,19891.73559,16986.40879,59131.686,17606.38187,26648.30083,29163.92063,8009.461694,13988.14989,10953.14872,15428.16196,12301.35533,12919.45452,18665.28923,30040.13059,16958.20169,24168.5223,21366.22095,17391.40165,10111.50748,22875.11188,12783.08483,8745.142157,12390.24792,11599.80606,9285.798322,11095.72563,16031.74103,15979.3207,11031.93393,11917.69975,15949.67936,9618.333314,8483.735515,9196.706897,7607.127293,9433.176862,17297.24853,15109.95702,15811.58734,13974.87103,12614.91795,20226.79501,26070.22205,7055.460034,18242.54548,16907.9129,18616.51574,23656.31683,15844.63026,36243.63973,18637.17517,24477.99226,28951.56366,28489.89093,25011.6893,21299.9873,17370.08596,17465.70575,17876.94322,16585.76303,123.9572
222.0216@17.107021,11788.84299,8754.142133,9122.657874,9341.284851,13055.76308,6785.062221,9669.450106,13748.65231,11031.03028,16422.67433,11665.34047,12722.03632,8183.12727,12563.40712,8709.085926,8141.887071,8222.423112,9536.747146,4891.160359,5652.443515,7057.807165,9096.304135,8125.8843,7694.353686,7102.270501,15793.88376,6039.671617,6962.092019,4972.165253,9433.829217,13671.50582,15475.37187,41081.19673,15767.87112,19282.29917,23608.85948,7425.426433,9629.395609,8737.11071,11817.30246,9703.333299,10623.32725,17115.70246,23943.35704,11340.9587,21492.53552,14851.15428,14515.80441,9443.32896,14888.93887,10133.90908,9970.257861,11026.23966,4903.466668,11417.17132,10517.10745,11946.92561,9515.907463,7560.534465,11463.62262,6933.137201,7620.049571,7099.074362,7399.840779,6766.381836,9631.841325,12640.56973,11862.89255,11641.78348,10639.17131,9395.529511,16146.70136,19264.86723,5581.641857,17397.697,10822.22476,13185.14658,19372.41435,11775.99997,19704.56036,12548.13716,20709.99006,17713.62426,23335.66062,20474.54218,21911.19225,17300.00717,19451.99335,25339.35973,10393.08867,222.0216
357.005@17.204985,9765.56475,7929.094752,6377.87109,8419.006063,10127.09641,6261.311259,9484.979032,8568.863894,7240.242412,10191.57021,11616.89309,10430.25451,7390.309088,10777.71015,7580.636343,6899.146021,11208.40988,6703.170275,5861.395075,4851.787869,7098.7989,8056.991738,8731.063364,8300.377926,4456.709077,13094.54546,5864.548752,6126.133891,3916.958649,8703.625359,14350.43971,11829.25508,40877.79673,13638.03971,18179.18182,25200.83303,7317.826984,9737.768612,8355.674348,12235.26444,9130.236882,9755.836343,18368.1818,21993.8777,14261.90086,19818.79007,17387.55428,16053.3124,7912.365869,19843.36752,1127.563635,8659.77797,12200.70246,7723.345457,9558.492536,10685.09753,12538.27272,15310.65954,5889.790657,12514.57028,8429.950426,5872.859492,6781.229734,6345.019291,5211.581832,8115.200003,11506.33942,9953.444622,13242.43141,1196.809362,8688.319591,14848.7818,17825.11681,6079.239652,15227.31683,9827.451213,11938.83749,18711.71297,11734.73936,14597.95044,13012.86939,22967.8187,11177.44243,21490.08486,17227.04135,14921.83138,15399.65951,15897.75204,14030.68427,11034.12448,357.005
83.9878@17.079985,12724.7934,6768.120649,8369.035833,8830.642427,9897.856743,6507.442387,9435.908509,8577.668302,9058.303014,10890.12503,10458.7829,10384.29088,7822.284295,9358.995008,8485.15039,7219.352633,6339.840198,5779.43804,4997.236392,6046.539933,7098.093666,11891.64078,6844.03306,6897.981789,3229.057841,13350.78954,5812.05619,6601.929484,4146.115672,7352.3361,17710.36864,18223.13496,64961.92568,16911.50914,24000.5157,34855.25617,7101.386213,12256.68377,6767.137164,12986.48923,7701.110165,10583.61816,17705.99171,29145.09423,19293.34219,21635.1537,16831.85621,18763.73664,6112.492584,19480.37909,11389.63635,7629.42425,9604.586765,9007.709094,13339.22972,10537.73555,13125.08263,19565.24964,8468.137774,12553.99177,7479.659516,6180.11569,6552.429735,6284.598354,5511.763651,9173.368598,11374.60609,13548.02644,10993.77136,10566.47875,9758.044112,16425.82587,27011.73115,7537.785102,16959.91187,9970.148733,18956.93558,15854.30085,12030.81209,24561.63475,15498.35203,27524.98123,33446.73942,20826.56971,17079.58515,10850.04461,17282.33334,14125.06664,15888.88151,8480.334956,83.9878
180.0189@1.1709996,2121.763088,1567.244074,0.116804408,1582.448485,4591.382917,2815.894199,4493.301363,6078.045166,3445.333327,4710.161417,3684.995034,6298.181799,1791.590082,5573.496399,1757.80826,3570.771358,2210.338284,1216.413228,2439.332245,2964.710738,2306.292012,1799.457852,3330.027549,4386.47932,2468.128918,5265.28926,2774.206057,5328.500282,3936.661128,3719.955929,0.18677686,0.186225895,0.560330579,0.160330579,0.252892562,3763.038013,2777.893108,0.131680441,2987.033046,3426.08925,3676.33332,1986.34545,1263.016527,0.302479339,0.201652893,0.244628099,0.205509642,0.208815427,2557.347117,10285.95484,3442.799995,1697.809919,2471.157022,3265.648486,0.124517906,3144.624797,0.168044077,2728.996701,2784.154281,1660.228654,3786.099179,2885.380159,1960.614871,9447.010478,2208.7394,3269.712398,3383.466676,4771.451237,5362.658957,2041.966935,7134.863938,4498.307983,0.231955923,0.077134986,3182.512402,5085.186763,0.172451791,3640.082649,3443.727263,2565.575211,3087.084291,0.280440771,0.278787879,7039.115157,11863.61986,13356.37904,12378.05125,10718.43083,10400.15646,10484.35478,180.0189
182.0161@17.104988,12184.57302,7639.649573,10250.40443,7986.036366,10173.85674,5815.193356,10244.90245,8960.401083,10646.66665,11703.13715,13439.93,10499.78179,5789.69256,9037.518425,7558.757004,7574.26999,7590.351489,5493.838039,5857.229786,5413.572992,6578.247936,10086.9113,4889.123968,8149.968009,4039.154808,15864.69808,5572.111287,8537.500836,5306.842937,10653.14602,15499.30417,20932.5355,83735.2414,6817.897541,29733.0843,44336.10244,6968.505773,12317.12509,8591.95038,13727.56857,8220.895288,11282.34543,18497.93386,31783.6215,18410.90913,21357.01156,15316.63362,19928.92672,8359.121794,23046.77249,11973.68483,8831.403865,10664.38015,7221.624245,16166.78233,10055.55373,14549.76032,17198.78682,10381.95596,15482.71629,8640.955385,6635.966929,7291.087584,5603.38513,5893.490925,11692.8529,13467.05458,13206.33718,12563.43803,12519.55864,9341.050172,14576.64957,25936.38349,8334.435237,15216.63914,9418.036338,18612.7218,15636.52894,11794.12118,21011.03805,20772.77847,25414.38399,30910.04851,16875.58789,16648.47606,13972.89585,20166.66117,14343.99116,12518.08262,9419.711261,182.0161
507.9837@13.203989,12039.80718,7760.554807,11596.45843,9149.090912,10296.90357,6911.352027,10180.48977,8327.001635,10756.24241,10218.11457,12394.63689,11485.52724,9197.067765,10492.0242,9421.928899,8427.479358,8683.163606,7838.910775,5998.571935,6460.928362,7682.468322,12050.59174,7013.641875,8299.520075,4555.686487,14163.01764,6503.097512,5787.734993,5217.057813,8022.126735,17543.39013,17753.8457,59132.80666,17148.31741,25324.66116,27269.31568,7579.59613,13165.80553,9556.839632,14114.01816,9275.826413,12080.09088,23339.04956,31870.73555,20739.19343,26863.59006,20745.58183,23572.96474,7869.068348,18882.66669,10313.8909,9368.520119,11813.5537,8231.854548,12057.56691,10838.51902,15113.5482,17007.71409,8567.168077,13552.96147,9665.441337,7560.291996,8898.532208,6457.405517,7219.412141,9584.555375,15034.1455,11185.74875,12558.7069,11295.9614,8869.009398,15315.94213,23877.54271,7335.768574,17523.76862,10558.99391,18774.65403,19757.1025,12722.62421,23317.11574,16592.02311,5480.653988,31591.68487,20158.59395,16549.9554,12748.25838,15903.36365,13248.65893,13569.06223,9761.256163,507.9837
281.0063@17.144014,9151.239681,3885.023133,7198.655665,7042.812123,8109.432501,5586.98399,8086.408238,7239.087588,8430.909076,9011.929447,9505.485381,10325.9636,5837.365287,8484.169666,6437.264445,7348.650154,5744.937721,5600.137213,4848.952094,5486.831945,6683.944906,9760.070526,5662.148762,6285.571323,3273.14875,12128.32673,4907.648478,4647.598903,3889.71898,6578.953179,13607.0678,14305.5008,59756.4546,14624.07277,24368.47438,25929.13386,5535.916243,11298.05016,9325.874344,12907.32394,7659.43248,9153.836344,17827.06609,25476.01985,20566.3769,20243.70908,17536.13775,17194.07107,6989.337216,19127.65182,9065.187867,7426.883754,10386.57024,7605.042427,11900.17628,9596.965302,12447.19283,15309.35211,7040.363664,11830.68047,7285.768606,5567.920099,5113.791722,5204.327829,5695.969712,7159.960333,12149.09094,9821.431399,11299.92122,9269.945424,8173.376338,15061.95205,18234.05511,5395.746541,15107.05237,9195.024769,17273.97855,13427.57908,8563.666642,21290.70251,14779.87931,21536.16857,25126.31517,15934.40001,0.216528926,10663.61596,13709.1372,11841.79392,12032.68758,7418.247907,281.0063
173.1416@13.796998,11591.73555,8387.700811,10071.10967,9357.67273,12450.15977,7304.290868,13447.02806,10199.95811,12440.2424,13714.78508,10527.91568,12151.99996,6078.084295,7211.556999,7633.4694,10704.98625,6374.459482,7127.608293,9144.337242,8631.055079,10054.08265,12226.96199,11445.95042,11174.3702,4723.285384,12891.25951,6480.210459,7855.28045,7030.875982,10767.97798,11961.75044,15643.34763,47885.29095,14954.83476,22159.71075,26801.53055,10476.62037,13934.81931,11577.9421,15562.81981,12329.59224,11383.90907,15907.438,25139.66282,19606.71079,22154.25453,15515.56695,19392.06226,10398.48158,25623.178,12640.75756,8531.133341,5015.950407,9304.921215,10631.9614,11244.37687,11326.33883,14229.96863,9481.157062,13080.92565,10331.762,7450.76307,9495.285926,8520.173012,8483.957599,5453.328927,13273.07882,13997.19669,14499.5383,11597.32503,11869.57249,20309.00163,20739.87494,6246.468301,20116.38571,16634.34706,14933.9802,25635.25568,14576.70299,20260.73061,17567.53881,24036.29804,27598.32729,37279.51518,15897.9868,13971.011,15621.40442,12697.44461,9449.945988,9835.010433,173.1416
413.9464@17.21301,10515.97797,6271.016518,8952.006634,6709.527275,8919.057845,6167.43137,8099.680414,7347.226431,8157.454531,7744.375732,9162.407144,10484.65451,6760.011568,9618.221453,7177.128906,7357.906353,7287.408239,6467.137216,5018.479368,5891.553707,6313.785126,12491.68926,6296.771352,7013.219805,3804.591172,9602.361439,5011.599993,5208.763642,4708.958644,6524.534446,13443.82483,12890.74268,38772.07441,11646.41326,17837.52397,20300.67106,6272.258391,11402.73611,7681.522284,10905.28758,8074.62807,9331.254525,18365.28923,21134.23142,14413.14053,18368.39007,15063.65125,15625.86722,6307.191759,13865.38845,7646.981808,6988.993395,10449.04957,6655.224245,8659.971326,9049.676045,12594.39944,12716.70251,8111.586808,10313.2452,7509.378524,5794.727261,6208.370232,5944.730585,5454.563651,8166.505788,11621.68488,10067.4314,10917.3102,8616.686473,8240.227027,13935.06004,16169.18348,5038.534421,12798.79892,8848.491436,11824.84686,15892.70636,10518.80603,18205.16036,12290.54378,20599.77683,19731.49092,20950.63032,13670.77027,11315.77354,12753.72287,11608.14433,11700.04295,9351.709057,413.9464
115.0576@1.6849986,3446.83196,1983.182917,2402.433064,2200.727273,5748.352613,3489.970228,5495.776841,4301.626437,4559.272719,4569.159765,4957.963627,7288.290886,2359.517355,6861.320085,2674.320654,4536.694225,3498.214864,1873.765297,2163.381831,2592.743796,2217.873279,1742.386777,2951.316805,2992.280428,1720.453989,2877.289809,1358.604957,2948.642979,2421.685933,1858.760334,4387.575218,5791.066657,13533.66447,3963.211582,7193.781819,9425.795033,3897.885392,2420.418186,2440.859495,4011.604952,3770.418719,3398.945447,3175.413219,6497.256202,5274.634722,4412.112394,3668.1416,4944.749311,2243.928934,7101.789542,2981.503026,2055.62149,2243.677683,2352.775758,2035.618727,3549.064467,3312.484846,4633.186789,3490.033071,2463.404965,2564.955376,1952.986222,1747.285946,4368.039674,1644.775762,2211.649587,3306.884857,4208.836361,5054.219838,2825.025335,4825.16696,6753.603848,6689.608819,2442.093657,6732.000011,7416.535517,5251.846843,6377.213782,4803.93332,6343.596704,5319.56032,5527.207156,6221.430308,2974.666669,9081.439685,7398.030292,9077.155377,8122.738277,7019.245166,4636.037449,115.0576
565.915@13.046011,9399.173565,5973.055637,8008.811039,6669.284851,9581.812666,6471.180129,7964.401627,7627.620921,7249.575745,8039.772976,8770.064996,10397.9636,6375.332229,10109.83137,7145.469402,7385.289273,7083.125044,5714.023163,5026.879368,5842.900815,5846.038569,6340.848487,6530.997247,6566.565261,3885.237453,8275.050695,4883.875475,5634.583478,4765.289222,6290.842986,10573.99838,10407.42037,21886.51242,7408.555394,11802.49587,15824.07271,6820.101916,7305.894228,6845.965263,9146.280976,8324.581238,8031.67271,6963.636355,15329.95538,10137.29258,10032.93222,10220.40552,7310.001653,6192.942171,12959.84134,7043.012112,5691.278242,7174.0909,6705.842426,6075.228634,8849.325631,11526.64737,10376.57523,7586.286531,9217.619857,6211.887613,4855.223131,3899.828089,6378.431412,4545.27274,6770.882647,10242.10912,10097.24958,11355.93169,7638.685374,8772.308572,13439.17464,11369.31957,3852.969686,10936.57302,9167.381793,6658.363651,14540.28376,9576.781791,10592.50415,11371.17022,12894.10577,8865.175764,23302.48487,14592.10085,12165.66885,13872.10634,13183.37188,11892.53331,9637.778478,565.915
158.963@17.112024,10286.77687,8405.796679,8262.977431,9068.412124,12114.3471,5290.688675,11312.52118,9726.798878,5874.545444,8443.174077,11627.0997,7743.127249,6647.330576,11625.82034,5518.836348,8187.203875,8938.738261,5032.477706,4619.444654,4724.443517,6689.234162,11054.82755,8538.005512,9075.68481,5048.008248,10683.65345,4347.50633,4379.327278,5973.289213,9053.741062,11113.03639,12643.99337,45578.40996,6708.071095,26740.10083,16824.9223,6585.831393,8256.10029,7473.986748,10121.16692,10838.11842,12189.29088,13881.61155,14276.41984,14281.66284,14829.84462,19427.03197,15131.6011,6552.916828,12537.42371,11422.68483,8733.474388,9017.727262,8015.515154,7979.605488,8940.347119,12279.82093,9007.50085,9716.066154,7730.991755,10109.79175,6943.382906,8530.49254,7783.628658,6445.400017,7313.242977,15086.46065,9498.446275,10819.63527,7378.234136,8973.882126,13932.22533,22769.72123,5494.016513,18142.3251,8063.281521,13592.82262,17753.89644,12319.63633,22852.30417,16700.45451,24164.73991,26682.50911,20828.80002,12289.31572,11125.91789,11936.20552,9310.856182,16274.74928,8439.559198,158.963
160.0223@17.099,6658.953176,3516.985118,4931.014888,4128.29091,5563.719005,3097.785106,5011.403289,4310.430845,5554.909081,5224.853977,6238.417068,6105.89089,2271.332231,5230.417612,4059.776848,4242.038577,4070.560867,4035.153735,2948.677703,4002.79889,5111.449037,6005.068872,3892.099175,4020.367476,1937.701922,7281.513504,2529.462255,2992.756477,2396.49585,4244.942156,11190.36201,12059.43028,42993.04467,9890.152096,18997.54215,21237.74543,3545.282087,9563.292028,4425.619818,8437.636349,4872.787861,6231.781805,4986.36363,18855.65456,14948.52896,16106.55867,11508.53995,15247.28485,4732.558695,13012.85732,6058.927265,4478.029756,5869.710737,4310.98182,7679.76637,6004.968603,8125.771343,11689.80334,3750.484863,8777.267239,4628.069429,3370.790627,3769.097511,3457.867221,3714.927283,4886.849588,7154.884868,7686.585119,5124.118461,5845.845711,6217.000573,11534.06004,10044.38733,5405.465549,10979.09644,6399.348743,11528.22978,9089.444639,4996.715137,14395.55209,8853.213205,14493.17905,16507.58789,8356.387885,8011.786791,5648.034151,8048.990639,5987.780705,6668.327261,4289.379599,160.0223
589.9861@13.189001,8014.600561,5587.099163,7810.710763,5814.012123,6567.101924,4410.009892,6590.426976,5427.865553,7390.424229,6901.409895,7929.720645,7900.072703,6159.203304,6971.631931,6177.031388,5340.922877,5594.790063,5165.752087,3801.38184,4404.644619,5123.790635,8070.514603,4529.807164,5758.469397,3048.52561,8947.786783,4319.746551,3627.419288,3480.264438,5364.413232,11977.62648,10939.46775,38436.99673,11455.13888,17348.17686,18493.60659,5155.282084,8852.744368,6255.223116,9295.080976,6116.680419,7984.199983,16761.98345,21799.98844,14256.45623,19273.75866,14608.44739,15748.44187,5557.632527,12805.49644,6898.381809,6267.087609,7893.099164,5267.490911,8036.261135,7193.276042,9652.787871,11690.73722,5974.584045,9009.708011,6543.510754,5101.044067,6273.090893,4352.03141,5100.175771,6393.864465,9619.369723,7672.08264,7740.890915,7703.828625,5968.665586,10128.61045,15962.51075,5160.716238,11419.50415,6918.588411,12811.09865,7964.078797,8501.496946,15530.48928,11438.13717,17446.5008,21993.0182,13540.16971,10959.61159,8713.825882,10136.76309,8314.518993,9646.871608,6532.174081,589.9861
450.1577@0.89299977,4720.24794,4442.979055,4484.82205,3568.096971,5223.217627,3988.262236,5678.299706,4906.02313,5878.424232,5962.129457,4709.738834,7538.763613,3660.342147,5114.737172,4558.161971,5317.493125,4092.136625,3138.143814,3040.105802,2838.085394,2918.1708,3100.861709,3476.099175,3490.120095,2141.642417,4385.604411,2281.765286,3237.798902,3207.404935,4239.228657,5599.75704,6493.324507,11453.71737,4762.138857,6297.783471,9081.649578,4292.357568,4391.674388,3996.282629,5648.866106,4851.553702,4637.309081,1655.371899,9106.140501,6756.581833,6715.285946,5531.086505,4370.089256,4648.570816,9540.524532,4341.787873,3243.340499,4074.173549,4139.830304,3739.770789,5389.090916,5236.253439,7017.953738,4636.209384,7138.939411,3392.066121,3283.311288,4081.957014,3449.083199,3492.272737,3958.26777,5698.884864,6679.40826,6239.444082,4564.898057,4513.726738,7365.523406,8973.910749,2116.584016,8744.83748,7899.042403,4428.044638,10541.04629,7369.757555,7967.885963,6940.710729,4831.433603,6975.830308,15070.71516,6617.123979,6019.349302,6980.3405,5863.061146,6388.196132,4889.511828,450.1577
