Compound,119_1(raw),119_2(raw),119_3(raw),119_4(raw),119_5(raw),119_6(raw),173_1(raw),173_2(raw),173_3(raw),173_4(raw),173_5(raw),173_6(raw),212_1(raw),212_2(raw),212_3(raw),212_4(raw),212_5(raw),212_6(raw),232_1(raw),232_2(raw),232_3(raw),232_4(raw),232_5(raw),232_6(raw),281_1(raw),281_2(raw),281_3(raw),281_4(raw),281_5(raw),281_6(raw),293_1(raw),293_2(raw),293_3(raw),293_4(raw),293_5(raw),293_6(raw),318_1(raw),318_2(raw),318_3(raw),318_4(raw),318_5(raw),318_6(raw),345_1(raw),345_2(raw),345_3(raw),345_4(raw),345_5(raw),345_6(raw),346_1(raw),346_2(raw),346_3(raw),346_4(raw),346_5(raw),346_6(raw),372_1(raw),372_2(raw),372_3(raw),372_4(raw),372_5(raw),372_6(raw),374_1(raw),374_2(raw),374_3(raw),374_4(raw),374_5(raw),374_6(raw),440_1(raw),440_2(raw),440_3(raw),440_4(raw),440_5(raw),440_6(raw),639_1(raw),639_2(raw),639_3(raw),639_4(raw),639_5(raw),639_6(raw),649_1(raw),649_2(raw),649_3(raw),649_4(raw),649_5(raw),H37Rv_1(raw),H37Rv_2(raw),H37Rv_3(raw),H37Rv_4(raw),H37Rv_5(raw),H37Rv_6(raw),Mass
285.1913@13.30717,4605.922871,2202.284845,1822.03196,978.6181821,1448.429751,1133.509635,5753.549292,2957.659498,5877.575747,5218.157008,5605.198887,2640.727264,3244.948759,3161.718997,3065.023132,3419.490366,2176.797789,2166.277695,3364.790102,2058.520657,4083.658403,4706.64463,3579.063362,2304.569687,2724.92506,3291.797799,2478.298619,2208.459507,4315.570217,2968.115707,0.18677686,2801.396138,1.120661158,0.320661158,0.505785124,3100.618179,2190.575754,8262.15759,4204.859488,7182.213211,5199.206593,4576.59999,2366.942146,3887.161985,3856.00662,2761.851238,0.205509642,2279.220386,1669.608271,4009.119565,2095.987876,1958.589534,6011.528918,3370.181819,1355.377407,5837.236371,3425.914598,3270.649595,3893.586792,2471.727279,4879.553726,2196.090905,2017.342144,3491.853998,1877.75152,6542.069424,7106.193959,5661.117352,5586.70083,2457.909634,3390.771362,6235.607705,0.231955923,0.077134986,3231.217636,3609.151505,0.344903582,7141.10359,0.278787878,0.242975207,5079.029742,3177.113495,0.278787879,5005.078792,3446.490915,4504.787872,4721.378515,2657.608811,2991.14049,285.1913
329.0529@2.6690123,51784.84855,18318.9614,26379.22431,31235.29698,25069.36637,4127.867745,46656.20481,39302.97953,43305.69689,44708.60426,54813.85884,40521.89078,5707.442973,18990.76577,36712.01808,17402.23144,27990.72056,23107.63646,1851.679349,2786.716248,2854.611571,0.229201102,4831.382922,2666.296958,0.106887052,0.15261708,0.147658402,0.146556474,0.066115702,0.187327824,5809.507453,10381.34874,27695.45953,5024.119024,15580.45785,25826.55204,24687.28756,0.263360882,34245.75854,48333.71397,36072.09354,39500.36355,16314.46279,74278.64136,57061.11417,30197.13717,35481.03418,51962.04849,2443.376868,15840.66118,4161.921207,4615.549867,0.247933884,3257.018183,3259.754261,3132.505789,4254.203853,8012.914071,2145.272736,3352.28651,53497.18686,21655.49031,18436.36359,9596.749322,25473.38189,21643.53059,6272.618199,4434.776857,12116.11736,4654.759213,5643.265034,17479.0154,11887.74105,5896.3526,15379.05237,9135.256174,7489.581283,0.422038568,17813.15146,26308.86946,54468.70898,30515.32117,27808.81214,52633.20004,28549.77195,31157.91621,28871.22757,24371.23081,16451.45011,329.0529
403.0534@7.796072,5227.823698,2890.63746,2994.981826,3471.418183,6145.371897,2761.207698,4432.785109,3464.171894,4548.969689,4820.844061,5326.626436,6503.99998,1753.998346,5693.01155,4557.758665,4878.78789,4141.172437,3948.495884,0.069421488,0.079889807,0.08815427,0.114600551,0.08815427,0.095316804,0.053443526,4077.012675,0.073829201,1078.655649,1163.10743,1885.079893,6136.180182,6720.892551,17811.22811,5506.393405,8914.462811,9101.203297,2389.719004,0.131680441,3074.50412,5208.461148,3713.154257,4020.418173,8399.173544,13276.12067,9039.292582,10276.82644,9328.08265,7425.476584,0.093112948,0.213774105,0.115151515,0.099724518,0.123966942,0.096969697,3220.157567,4475.137196,4503.245175,4998.148774,3176.925632,3821.986235,3906.819841,2645.870518,2723.252885,3135.813777,2239.387885,3295.312398,7736.181839,7017.438012,8138.458408,5380.101911,5865.154842,10748.08924,10662.31791,3580.374645,9411.16255,5804.402188,7146.402219,0.211019284,4169.412109,10352.20167,5993.816517,12557.57684,4013.151518,12967.5394,10564.66283,9379.006046,11734.60056,8946.809901,9889.569128,403.0534
133.9307@1.2920026,3717.906341,2586.289803,3106.296426,2918.884849,3872.236912,3103.312379,3538.069961,3272.442968,3149.575752,3444.434148,3369.678781,4468.363622,3847.829751,5629.227528,3911.662799,3901.198356,4252.97409,3290.97522,3247.537209,3475.366384,3652.055098,4311.272729,4373.421489,4503.147088,1621.530022,3960.871077,1981.428096,2244.365843,1998.08263,2873.796148,4903.266129,6210.447372,13390.21985,4245.714062,6830.375207,8504.363628,3695.371343,4382.325076,4118.950397,5585.995032,4903.73552,4993.290898,5706.404952,10367.17686,8010.257869,9544.165282,6211.11791,7456.172452,2809.683206,6261.229761,3391.212117,2623.951518,3330.123963,3234.715153,4126.274369,5123.633064,5970.942144,7203.609936,4449.873296,4842.856761,2885.920666,2156.865009,2052.753714,2952.088157,2257.666673,3189.950414,4366.739406,4727.40165,5349.533888,3787.562522,4047.814891,6213.496961,5561.37521,2094.83195,6184.815437,4542.413211,4455.981828,7603.65786,5414.199985,7353.887615,6192.882632,9710.261696,6650.484854,4945.975761,5581.466126,3583.611014,4216.441325,4244.368036,4222.369138,133.9307
442.0683@9.13608,5626.446288,2667.100271,2922.913506,3815.175759,5693.735533,0.083746556,3094.365279,2512.570794,3101.939389,3404.982909,3988.879882,3855.41817,0.094214876,4194.278773,5296.211555,2107.038572,4164.905771,3614.34051,2715.560346,3582.977954,3989.774106,0.114600551,3524.848486,4752.495847,0.053443526,3602.526173,2355.668316,2715.83802,1244.16528,3175.674936,8780.566965,7691.501915,16654.14547,7603.036387,7339.447934,5021.99669,3247.409912,3272.258959,3596.518994,6216.550403,4087.349848,4351.836354,0.20661157,11990.88596,7728.952083,0.244628099,5560.268874,3930.532782,3493.132244,2437.024797,3835.006056,3132.446835,2168.057849,3317.721213,3407.806051,2576.44959,6369.206606,5346.674394,2627.23417,6080.983486,3014.122319,1509.517903,1336.700823,1873.049038,1720.25455,1528.066116,3570.509101,1801.695867,3295.002757,1889.763079,2230.928934,4782.53498,9222.103587,2996.617071,8157.75208,4646.012109,5531.908552,0.211019284,2319.933327,7701.828111,6412.314036,6928.850129,0.278787879,7686.460612,7425.426459,5292.825887,6591.721767,5344.845169,5601.380706,442.0683
79.0422@2.351005,2913.911849,1431.702477,0.116804408,1761.648485,2909.404957,1313.732224,3465.499162,2529.040215,3580.606054,3259.110733,3610.690902,4504.581804,0.094214876,3643.230841,2678.051232,2948.966949,2874.185114,2717.246292,3165.897539,3434.303023,3523.173555,2837.738844,5253.465566,4326.715684,0.053443526,2913.002206,0.073829201,0.073278237,1048.793381,1770.622592,0.18677686,3833.087597,0.560330579,2857.892571,3971.677686,6460.849581,3310.656743,1975.338295,3987.014861,5542.031395,4882.50136,4638.19999,6148.3471,6476.385127,4267.98348,4748.720658,4155.610471,3641.532231,1788.420392,3280.363641,0.115151515,0.099724518,2364.049584,2174.254546,2431.585668,3555.510748,4160.771347,4687.725632,3050.363648,3660.650147,0.102479339,0.079889807,0.085950413,1239.285952,956.1696995,1668.231405,3540.884858,0.13553719,3981.932234,2323.726714,2961.179074,4437.834154,3682.068322,1483.999996,3386.69973,3447.776299,2363.106892,3348.453999,0.139393939,0.242975207,3274.591729,0.280440771,0.278787879,0.278787879,0.216528926,2588.753715,3415.36474,0.177410468,0.177410468,79.0422
560.2118@8.901086,4521.763091,1063.30964,0.116804408,1362.133334,6852.352612,0.083746556,4020.73883,3222.516798,3620.484842,4132.030289,3803.799992,3717.236352,0.094214876,4906.512379,4757.092549,3906.115711,3574.61266,4204.507455,1684.165299,2106.055092,2540.077136,0.114600551,3543.7135,2594.809355,0.053443526,5739.165293,0.073829201,1237.815979,1016.132224,2387.961436,3434.266125,5203.337732,16997.62811,1805.161989,6971.489257,10381.21983,1118.750411,0.131680441,1489.090903,2728.512392,2878.584012,2194.181813,6592.975199,14267.95042,9169.762003,4612.707435,6326.408819,6264.253995,4177.605525,10233.36641,5971.757568,4927.388434,1855.909089,5105.551517,5518.384558,4453.090915,7880.595035,9534.771926,3228.429765,6163.914616,3384.585129,1638.539942,1482.042971,1540.15923,1158.496973,1201.190083,0.157575758,0.13553719,2258.122316,0.121763085,0.113498623,3728.778507,5629.570251,2601.531673,5055.603314,4098.382358,3360.395599,0.211019284,0.139393939,6964.884309,3978.753711,11213.98511,0.278787879,7905.587885,8622.83142,7636.37795,9293.557031,4905.931672,4498.597237,560.2118
299.997@2.0340037,7461.570257,4791.235804,6453.793955,6197.721214,5604.776856,2833.313483,8317.514573,8327.830286,6479.51514,8583.81044,6970.707424,7259.199977,1047.009917,11009.07103,8753.852868,5627.57577,10616.25341,7913.935569,5378.152097,8917.699706,8329.079892,3071.98237,9772.165292,10750.21042,2104.125062,7285.634165,4080.46611,6420.419291,2314.51238,6473.300286,3534.004968,4816.546548,1.680991737,2584.368603,2494.532232,0.902479338,7371.227535,2454.52342,6442.557,6738.733873,7963.374627,5482.01817,4642.148755,11522.95042,9953.183493,4996.039666,7917.669977,6233.140496,6730.203881,11643.4204,7892.945444,4162.70083,0.371900826,6540.024244,4354.017619,5808.485958,9958.796135,9271.043,3093.074392,8890.859526,3391.861162,3866.3471,1889.70578,2598.921215,3403.400009,5349.976861,5643.418197,5434.905782,9895.080999,4773.965274,6742.158702,11233.39172,4459.120664,1411.878784,9465.674947,10978.61925,2278.777966,2206.839672,4000.048474,0.728925621,8988.431386,0.841322313,3408.181821,10055.60001,12405.37523,7470.168584,10524.14877,9457.397228,10459.23414,299.997
318.0075@2.0340037,6088.842983,4137.212114,4998.294227,4342.496971,3445.311292,1268.425337,5661.983453,5134.523405,4846.303022,5568.712929,6020.812109,6080.581799,0.188429752,7725.53606,6259.709073,4390.909101,7381.851214,5517.525642,3209.077704,5849.691448,5967.426999,2180.160882,6144.000002,7134.176829,1508.87107,6392.519013,3341.28815,4345.98568,1363.305775,4567.146013,2245.431411,4142.595034,1.120661158,1773.256204,0.505785124,0.601652892,3550.515696,0.263360882,3221.642963,3639.758671,3901.663898,3005.418175,1971.074378,9022.353724,5941.500839,3196.55537,5898.948764,2747.175758,4560.951532,6176.361442,5909.57575,3792.323971,0.247933884,5294.448487,3852.334976,5300.261164,7429.90082,7876.006632,2124.545463,6880.947675,2202.793392,3155.247927,1308.680988,1188.469974,2054.551521,3495.246282,3701.612131,2280.955371,6557.650693,3450.03525,5189.724537,6668.562525,3442.457853,1831.878783,6188.187338,5737.660591,0.344903582,1828.271077,2070.975752,2116.800003,6436.89916,0.560881542,0.557575758,8540.666673,11175.2744,7165.508529,8999.883752,7959.698057,8617.713483,318.0075
456.1089@3.3010118,3681.818186,1851.633055,2085.893118,2387.200001,4090.831953,1595.120652,3710.973542,2986.45509,3576.848479,3491.921752,4069.444069,4557.963622,1972.294214,3420.689795,2976.799992,2341.336093,2595.269412,2337.82315,2369.077699,2897.922859,3042.556475,2013.531681,3562.666668,3073.966929,0.053443526,4557.60386,1367.095315,1610.802206,1282.512387,2056.859508,3762.806622,4710.211562,11613.41158,2973.009926,6548.905786,8865.054537,2974.02038,2330.480445,3685.239655,5593.834701,4542.9807,4613.509081,4294.421482,11483.62811,8202.231423,5409.950409,5775.848488,6433.603306,2365.348218,7059.462269,3187.163632,2343.02755,2289.297518,2807.369698,3924.679879,3593.028104,5980.856745,7696.327293,3072.975219,4772.482105,2342.267772,1441.132228,1286.247931,2016.302482,1419.993943,2188.271075,4477.042436,4096.747105,5499.098627,3144.288144,3708.681005,7304.293654,6687.753172,2639.636356,6901.344364,5330.736074,4715.349321,3606.108544,2865.242416,4816.740504,5373.684286,0.280440771,0.278787879,13006.84849,7253.719021,6580.34875,8082.077691,5433.372993,5454.307428,456.1089
445.144@7.056064,0.137741047,0.088705234,0.116804408,0.096969697,0.126721763,0.083746556,3834.928362,2833.672721,3299.393934,3462.211559,3097.230297,3313.745444,0.094214876,0.127823691,0.100826446,0.096418733,0.098071625,0.084297521,0.069421488,0.079889807,0.08815427,0.114600551,0.08815427,0.095316804,0.053443526,0.15261708,0.073829201,0.073278237,0.066115702,0.093663912,3082.938851,5391.798338,16335.31737,0.160330579,6445.72562,13121.74875,1070.051238,0.131680441,0.104132231,2999.365284,2058.358119,2023.509087,0.20661157,5782.497524,4961.467779,0.244628099,2890.082095,5743.259504,0.093112948,5184.877143,0.115151515,0.099724518,0.123966942,0.096969697,2259.128369,0.12892562,0.168044077,4801.659517,0.104683196,0.14600551,0.102479339,0.079889807,0.085950413,0.082093664,0.078787879,0.105785124,1961.975763,1780.145453,3310.874934,0.121763085,0.113498623,5885.993381,4362.627,1893.123961,4428.055104,1820.949857,3485.940503,0.211019284,0.139393939,4906.15538,4432.844619,4400.957019,0.278787879,7516.121218,4593.877694,6039.054536,5815.10083,2953.529471,0.177410468,445.144
670.0082@13.17117,5206.336095,4060.127265,5210.294228,4330.278789,4684.143248,3379.843507,4801.361968,3585.154813,4831.030295,4481.246817,5409.776298,5506.618165,4377.882643,4716.949845,3819.406601,3778.457309,3904.231391,3256.244641,2560.542163,3040.046826,3585.851241,5618.521214,2999.184574,3821.536623,2394.697513,6168.782374,3214.966387,2587.161436,2451.437999,3812.308546,7452.209937,7206.011007,23947.40829,7709.656222,10832.90579,11043.03801,3291.762529,6179.104694,4095.104116,6432.679328,4064.534421,5018.745444,11254.95866,13475.15207,8429.897539,13031.82809,5619.250141,10041.51625,3848.823706,8176.645742,4820.933327,4206.380169,5757.892555,3804.121213,5676.273263,5299.874387,4660.702476,7943.99341,3968.85401,5941.694229,4481.011577,3592.325062,4444.753707,2894.540499,3654.418192,4332.535539,6608.884866,4859.143799,4830.025348,5252.615961,4168.917921,6213.685942,9849.080447,3096.198338,7242.468331,4333.098611,7883.461174,9406.606623,5655.909075,10569.4215,7432.229737,12498.68428,14910.41213,9844.000007,7736.578526,5415.512389,7163.86061,6305.345443,6423.145994,670.0082
284.036@17.091208,3785.123972,2041.284845,2758.920117,2529.648486,2749.228648,1801.304673,3266.294755,2694.459498,3715.272721,3678.706324,3832.242417,3876.799988,2870.350412,2879.100816,2996.057843,2550.468325,2361.957017,2413.269431,1943.871085,2074.418729,2897.542701,4127.109643,2308.231406,2617.685388,1367.940491,5913.453999,2187.706884,1946.269975,1791.999987,2613.785128,6564.272745,6780.857289,29213.39507,6220.666135,11419.61653,14565.71569,2206.187875,4342.294222,2994.842964,5293.928917,3200.145994,4371.436354,7815.082635,12274.61158,8445.021506,10461.76528,7617.42039,10549.56419,2776.162545,8363.911858,3616.793935,3391.930031,4211.033053,2783.903031,6166.126705,3922.561989,6640.429747,7832.861178,2935.212133,4974.991748,2917.996699,2170.606056,2664.806605,1683.741049,2088.272733,2778.234712,4818.981831,3549.04132,4303.343805,3669.208803,2819.986787,6040.390626,9392.127278,3211.746547,6487.724529,3513.272718,8427.546574,5080.289262,3862.327262,9428.652908,6416.900813,9196.213763,13055.63637,9504.436371,6213.730589,5688.815418,6414.983475,5181.627539,4899.190074,284.036
588.0053@13.187167,5446.969704,4050.458395,5355.482107,4349.478789,4704.41873,3678.483726,5062.909074,3227.695861,4386.666659,4022.078224,5236.808254,5101.96362,4589.20661,4448.008799,4431.725607,3205.537197,4203.153704,3519.421502,848.4000048,2858.297515,3562.578514,5328.238018,3076.760332,3961.842958,2325.969139,5358.080445,3290.050684,2734.817083,2621.950394,4066.606067,6873.762002,7644.200538,19806.56531,6686.586797,9656.196695,9286.211562,3396.612115,5747.061167,3770.940481,6263.280981,3972.93387,4878.872717,10042.56197,11454.89257,8395.414894,11879.38512,9060.303587,9098.088154,3489.500839,6717.85125,3932.193934,4320.863916,5595.619828,4011.733335,5476.795578,4891.438023,7223.710738,7609.849607,4139.068887,5835.840235,4231.166949,3377.101922,3996.694205,3246.311849,3455.321221,4582.928927,6540.339412,4742.039667,5087.185128,5307.774638,3673.382933,5919.253987,8350.87714,3079.537181,7515.030315,4542.537729,6442.454008,9236.52508,5960.345438,10815.06944,6147.381805,12768.4683,12237.95152,8900.581825,7965.233072,5780.658944,7658.727828,6662.117894,6677.375195,588.0053
583.9852@13.552172,0.137741047,0.088705234,0.116804408,0.096969697,0.126721763,0.083746556,2949.95426,2635.418176,2770.181813,2409.326163,2644.465009,2506.18181,0.094214876,0.127823691,0.100826446,0.096418733,0.098071625,1276.517361,0.069421488,0.079889807,1232.396695,0.114600551,1494.479339,0.095316804,0.053443526,3614.277689,0.073829201,0.073278237,0.066115702,1349.790636,3805.578523,5146.538834,16666.47274,0.160330579,8133.530579,12896.12891,0.088705234,0.131680441,1931.965282,2761.100822,2613.608806,2450.763631,0.20661157,7484.548764,5468.826458,0.244628099,3681.294217,5293.053444,0.093112948,6472.011029,1687.084846,1854.477137,0.123966942,1704.048485,2334.710738,0.12892562,3441.878785,3430.530588,0.104683196,2757.898078,1712.224796,0.079889807,0.085950413,0.082093664,0.078787879,0.105785124,2829.430311,2106.38347,3222.662261,0.121763085,0.113498623,4378.305228,6651.568048,2625.134979,5029.564747,3167.237457,4439.254004,0.211019284,0.139393939,4499.900834,5509.452881,0.280440771,4420.181822,7647.987885,4865.404967,4783.916797,5471.488709,3081.619829,0.177410468,583.9852
311.0913@7.796073,4427.272733,2344.74545,2305.018187,2760.242425,4671.090906,2268.275469,3646.317343,2935.285944,3550.66666,4176.108526,4195.597788,4973.818166,0.094214876,4729.860038,3699.523957,4138.774114,3294.61817,3415.061171,0.069421488,0.079889807,0.08815427,0.114600551,0.08815427,0.095316804,0.053443526,3280.809369,0.073829201,0.073278237,0.066115702,0.093663912,4645.140508,5881.386216,14825.78679,3726.242987,7211.990083,7804.942141,2029.398343,0.131680441,2624.444618,4828.160322,3033.548199,3389.018175,7349.380156,11067.11406,7674.304149,8403.464457,7899.790638,6471.816529,0.093112948,0.213774105,0.115151515,0.099724518,0.123966942,0.096969697,2764.172995,3986.122319,3962.64738,5134.122328,2863.294777,3275.633617,3107.890914,2050.531676,1981.586772,2657.125623,1645.878792,2606.65124,6475.733351,6224.003302,6892.33995,4569.76858,5026.854013,9173.501916,8229.332236,2999.008256,8142.20387,5178.450675,5228.3934,0.211019284,3250.38787,8933.712411,5508.168584,10195.14379,0.278787879,7604.775763,8027.376874,6650.430844,8544.063366,6958.215965,7449.820372,311.0913
228.1084@14.41119,27914.46284,21219.17903,26375.48657,19829.62425,24006.04406,16305.62195,22460.78395,24206.00987,28946.5454,30989.801,34481.74428,35919.56352,21267.97189,29547.08529,26965.52885,20302.3141,22982.49689,14610.44634,16574.10257,20044.03302,22697.25621,17402.43747,20520.46282,23376.63681,5876.436345,42896.84576,15956.55755,17159.71131,11764.82636,23217.22318,48593.92244,58187.7707,125420.4745,41043.02492,74061.60992,97959.61974,21528.22806,24987.41712,25517.08255,38710.59663,27955.33599,30818.07266,35020.4545,54110.52895,36607.05793,42393.5603,29397.94878,33077.40771,24135.06235,68820.72517,30516.7636,24825.02261,21988.7603,25000.53334,32430.06603,22078.25457,44763.91732,45617.63318,21186.83204,37386.4629,24732.05624,18796.55368,17671.14706,19153.60112,18159.50308,23462.92893,35734.55767,27591.71238,32855.09975,26579.90735,25175.58356,32336.49031,50037.29975,14554.90905,42745.02486,29093.60874,34542.43864,37976.7185,27789.85447,73224.95218,29386.74539,112381.3106,33730.26669,93347.66068,55920.76043,55212.18118,57925.56422,43390.16521,38731.36632,228.1084
650.3671@0.6320007,875.8953179,659.966941,1139.427,1007.709091,0.126721763,0.083746556,991.3950381,0.103581267,1760.606058,1041.804955,1388.643523,0.145454545,746.5586774,0.127823691,1346.940492,0.096418733,0.098071625,983.3305825,0.069421488,0.079889807,1111.889808,3174.091461,609.3223142,0.095316804,0.053443526,2346.182371,713.3377401,0.073278237,0.066115702,763.5482106,4058.287614,3680.009911,20508.09919,4605.816543,7026.366943,6897.047927,0.088705234,2409.62039,793.1752035,1209.922312,0.112947658,2119.34545,8814.256188,9209.890914,4778.568605,6884.813218,7542.614881,7048.773554,611.6589554,1379.4843,905.551514,881.9636372,1640.330577,0.096969697,4072.607152,1483.160332,4340.242421,4299.41654,0.104683196,3011.655655,1412.575209,937.8264444,2174.287598,0.082093664,1273.684852,868.1785127,1539.515156,0.13553719,0.15261708,0.121763085,0.113498623,0.188980716,4943.676587,1569.00275,2213.465568,0.124517906,5704.532794,1814.554823,1063.993936,6566.161994,2841.049581,6664.114041,11539.03031,0.278787879,0.216528926,0.171349862,0.205509642,0.177410468,0.177410468,650.3671
598.0807@0.95900124,1649.449038,0.088705234,0.116804408,923.7333336,2221.05234,0.083746556,1594.244072,1626.018729,1614.545452,2007.507982,1791.056195,2470.399992,1292.816528,1700.182914,1562.910739,1401.253447,950.5101895,934.6909128,595.8446315,823.4242407,1124.848485,0.114600551,1370.00551,807.5239635,0.053443526,2004.777963,0.073829201,0.073278237,0.066115702,0.093663912,2013.828105,3451.138286,8323.15042,1566.750418,5044.447934,9376.760322,1133.031954,0.131680441,1374.753714,2736.352061,1933.325062,1793.654542,0.20661157,6508.145458,5321.821499,3540.747105,3179.439671,4671.827548,925.822042,6420.277695,1131.01818,1103.750965,0.123966942,0.096969697,1893.792832,1354.363638,2359.170797,5132.067782,1028.512401,1954.429757,965.8677701,0.079889807,0.085950413,0.082093664,0.078787879,769.3752069,1595.139398,1612.621487,3314.537743,1332.696965,1363.118462,5441.321756,4857.157028,2048.165283,5908.132241,2910.107981,2620.577416,0.211019284,2164.509085,9673.814891,5521.561972,0.280440771,3765.86667,7185.200005,4389.690917,4980.455089,5610.002207,3034.251234,1651.336636,598.0807
256.1134@0.62700033,7300.275491,4625.090901,6069.974671,5866.666669,3550.236912,0.167493112,6193.966371,3668.434152,7485.454532,5549.717888,7278.811005,3723.199988,3375.342148,2616.295307,6991.305766,0.192837466,3690.239106,4192.705802,3101.335555,3586.572995,6365.707991,8412.368047,4798.501379,5159.498601,1159.884845,10329.73444,3607.220932,1846.171903,878.5454482,4956.787887,16790.86616,17824.98399,50010.62484,14451.55707,24790.04628,30446.94543,4675.564179,9495.476601,10094.47434,16361.39005,10884.20106,9839.581797,20252.89254,29939.40497,18268.13888,19689.3818,20580.55759,19886.74601,4540.280457,7498.554281,6050.521204,5463.806617,5744.999993,4332.121213,12393.14267,7077.114059,16906.5785,18704.76864,3446.589545,13358.77414,6188.317365,3759.694207,6047.900811,0.164187328,5330.315166,3538.089257,9530.33942,2308.876032,4782.103585,6023.376289,2879.346567,8059.082634,15105.20166,4961.476569,9362.457316,3286.276575,13779.41546,5489.666673,5560.563621,24913.70582,14687.9603,29078.06222,21772.77577,9332.42425,4492.758686,6166.024784,4329.266118,4984.701919,2143.828095,256.1134
382.1056@3.7330203,2339.256201,926.1713482,0.116804408,1235.684849,3003.05234,1310.717348,1444.59724,1129.03581,1571.636361,1654.273273,1867.673825,2547.490901,1043.806611,3101.897509,2395.233051,2854.380172,1942.014318,2080.800008,1487.008273,1718.749308,1763.790634,0.114600551,2107.151516,1865.254537,0.053443526,0.15261708,0.073829201,0.073278237,0.066115702,0.093663912,0.18677686,2979.241868,0.560330579,1499.571905,2608.080992,4330.39669,1106.065563,0.131680441,1439.94049,1960.378509,1908.589525,1536.563633,1907.231403,4291.576862,2745.907444,0.244628099,2276.224795,0.208815427,1359.169702,3292.976313,1686.854543,0.099724518,0.123966942,1619.975758,1550.746001,2724.069425,3007.316802,3752.347117,2092.198355,2336.964193,1266.542151,902.7548191,0.085950413,1297.244079,0.078787879,1377.85124,0.157575758,1766.998346,2123.971902,1171.239115,1359.259509,3029.92782,0.231955923,0.077134986,2820.033062,2328.733878,0.172451791,0.211019284,1616.551511,2568.247938,2178.352062,0.280440771,0.278787879,10887.78183,5531.447944,5222.572444,5585.75207,4527.869964,3476.0033,382.1056
428.164@9.546103,0.137741047,0.088705234,0.116804408,0.096969697,0.126721763,0.083746556,0.121763085,0.103581267,0.121212121,0.121763085,0.136088154,0.145454545,0.094214876,0.127823691,0.100826446,0.096418733,0.098071625,0.084297521,0.069421488,0.079889807,0.08815427,0.114600551,0.08815427,0.095316804,0.053443526,0.15261708,0.073829201,0.073278237,0.066115702,0.093663912,0.18677686,2351.101924,7847.990089,0.160330579,4599.357025,10734.39007,0.088705234,0.131680441,0.104132231,0.153719008,0.112947658,0.127272727,1751.859502,3003.619836,2190.555377,1692.092561,1643.666117,2845.110193,0.093112948,0.213774105,0.115151515,0.099724518,0.123966942,0.096969697,0.124517906,0.12892562,0.168044077,0.18677686,0.104683196,0.14600551,0.102479339,0.079889807,0.085950413,0.082093664,0.078787879,0.105785124,0.157575758,0.13553719,0.15261708,0.121763085,0.113498623,1937.619281,2763.058955,1165.046829,2115.493116,988.174102,1476.704686,0.211019284,0.139393939,0.242975207,1541.157022,0.280440771,0.278787879,0.278787879,0.216528926,1415.86391,0.205509642,0.177410468,0.177410468,428.164
394.0725@2.0390062,2924.655651,1337.497518,1832.077139,2549.721213,0.126721763,0.083746556,2045.741591,1521.608812,2448.727268,2487.3763,2872.957019,0.145454545,0.094214876,1511.259499,4122.490898,0.096418733,3181.835802,3219.91241,1534.9091,2920.371895,3699.217632,3005.170249,3258.798899,4649.83965,1069.992834,3879.678791,2242.340493,1854.672178,0.066115702,2883.91185,3505.054555,0.186225895,0.560330579,2805.304141,0.252892562,0.300826446,2671.003301,0.131680441,3264.857839,3929.82644,2633.487594,3903.454537,0.20661157,9224.107443,5512.988442,0.244628099,6784.900831,5931.611019,2911.921223,4539.706894,3472.163632,2492.01598,0.123966942,2981.915152,3554.986216,0.12892562,6415.92286,6304.466132,0.104683196,5430.528939,3441.87108,2562.785119,2480.013217,0.082093664,2603.781825,2078.254546,4830.957589,1302.105784,3777.120113,4005.274918,3362.850701,4373.202749,5809.800003,1847.76859,5670.413232,2746.740488,3939.833617,0.211019284,0.139393939,0.242975207,4628.424784,0.280440771,3246.206063,0.278787879,3941.692569,2291.975754,0.205509642,3539.516247,3327.333327,394.0725
678.1781@3.9980156,0.137741047,0.088705234,0.116804408,0.096969697,0.126721763,0.083746556,0.121763085,0.103581267,0.121212121,1415.982915,1263.850686,0.145454545,0.094214876,0.127823691,1288.864459,0.096418733,0.098071625,1036.859508,0.069421488,0.079889807,0.08815427,0.114600551,0.08815427,0.095316804,0.053443526,2521.081545,0.073829201,0.073278237,0.066115702,908.3526186,1997.018187,2112.174101,12768.81323,2742.614884,4596.322314,3565.695864,0.088705234,0.131680441,0.104132231,1810.809914,0.112947658,1437.418179,0.20661157,9426.466121,5729.765302,4119.292559,5093.350967,7590.649587,965.208819,3531.548215,1473.133331,988.3696979,0.123966942,0.096969697,4902.643513,0.12892562,3734.611567,5141.033072,0.104683196,3223.363644,1152.380167,0.079889807,1220.066113,0.082093664,708.0666686,0.105785124,2191.563642,1307.933884,0.15261708,1385.420381,0.113498623,2170.443523,6234.047387,1984.99173,3252.011025,0.124517906,5886.814338,0.211019284,1691.406056,5116.328934,3731.618174,0.280440771,7818.048491,0.278787879,0.216528926,0.171349862,0.205509642,0.177410468,0.177410468,678.1781
