Compound,119_1(raw),119_2(raw),119_3(raw),119_4(raw),119_5(raw),119_6(raw),173_1(raw),173_2(raw),173_3(raw),173_4(raw),173_5(raw),173_6(raw),212_1(raw),212_2(raw),212_3(raw),212_4(raw),212_5(raw),212_6(raw),232_1(raw),232_2(raw),232_3(raw),232_4(raw),232_5(raw),232_6(raw),281_1(raw),281_2(raw),281_3(raw),281_4(raw),281_5(raw),281_6(raw),293_1(raw),293_2(raw),293_3(raw),293_4(raw),293_5(raw),293_6(raw),318_1(raw),318_2(raw),318_3(raw),318_4(raw),318_5(raw),318_6(raw),345_1(raw),345_2(raw),345_3(raw),345_4(raw),345_5(raw),345_6(raw),346_1(raw),346_2(raw),346_3(raw),346_4(raw),346_5(raw),346_6(raw),372_1(raw),372_2(raw),372_3(raw),372_4(raw),372_5(raw),372_6(raw),374_1(raw),374_2(raw),374_3(raw),374_4(raw),374_5(raw),374_6(raw),440_1(raw),440_2(raw),440_3(raw),440_4(raw),440_5(raw),440_6(raw),639_1(raw),639_2(raw),639_3(raw),639_4(raw),639_5(raw),639_6(raw),649_1(raw),649_2(raw),649_3(raw),649_4(raw),649_5(raw),H37Rv_1(raw),H37Rv_2(raw),H37Rv_3(raw),H37Rv_4(raw),H37Rv_5(raw),H37Rv_6(raw),Mass
147.0531@9.7690935,2940522.318,1611565.29,2094850.848,1755969.358,2738203.855,1574407.951,3271392.245,2716320.946,3193555.146,3074643.556,3376608.662,3476639.407,1520014.854,2447657.767,2061382.976,2501474.303,1920583.314,1851584.259,1152715.623,1410128.592,1636955.681,1760404.505,1665300.629,1617982.159,355783.6534,3293899.641,1021156.264,943749.9747,997516.687,1602106.978,5078601.038,5588954.203,15791589.39,3808983.506,7697052.179,10449334.15,1977260.955,2507617.501,2735202.574,4087579.034,3022221.807,3352651.775,7822448.751,9166891.056,6060927.749,6794350.726,6295352.202,6768990.533,1576319.898,4242114.1,2030364.87,2046854.907,2459087.6,1736992.001,2607393.994,2639352.658,3524918.438,3976711.7,2059761.22,2899025.836,2386365.042,1835236.635,2102679.214,1487724.037,1650319.907,2129717.316,3765785.174,3294184.507,3873069.861,2555070.731,2541911.302,5366860.33,6985553.495,2327181.657,5610028.108,3724558.934,4752460.257,4563431.711,2963346.755,6003337.14,4892485.894,6637530.5,7272381.436,8140599.376,6396145.816,5562555.587,6261268.428,4476051.205,4335793.683,147.0531
266.1553@0.6140001,17027.41049,13905.6986,63824.73184,6399.515154,24322.4683,44623.93363,9355.788399,6827.352052,8207.757561,26854.11782,7652.781252,11562.18178,174088.0809,362816.0428,20457.68589,52139.87615,23034.47485,44251.05638,10873.2794,9615.457281,20126.76585,37389.11737,33443.43803,11151.39885,2669.397237,5098.478792,16751.62422,10587.01985,4813.487568,8469.74657,30231.88934,16703.9041,46458.6893,7287.345477,31477.03141,19789.2661,12648.83414,18371.13337,9443.127236,19957.49253,32793.22302,16501.79996,164673.1403,40038.88762,48919.78192,2374741.704,20888.82205,73501.77741,56267.5958,713142.7184,184340.6482,1004331.006,131001.0742,140988.5091,27425.56687,10859.27605,48305.11015,15360.90252,10640.41877,35110.96703,18473.02813,4301.986217,11740.99832,4097.705239,3358.175767,19490.59174,249380.6552,40492.68427,1100384.561,2260169.306,25915.93508,49708.92059,443927.9154,16768.37461,32132.71631,279261.7866,58088.48883,18217.92785,87742.76945,1437971.982,114502.2791,173047.9408,53027.96368,34648.31518,30081.93063,17175.25342,9340.207719,15809.57903,9719.255079,266.1553
146.0691@10.610104,1788056.476,709909.3183,860033.5426,933475.6851,1924078.114,911167.7216,1348592.04,1165634.697,1191501.452,1254648.167,1309926.461,1393454.25,530252.4395,1783825.241,1035781.812,1438822.331,921305.4403,975462.1676,758342.9101,710070.5908,796821.9507,951292.9854,861325.576,654093.9338,228337.6786,1418696.784,321577.2602,418722.9845,571836.6901,595283.5216,1835877.011,2083253.22,6122303.584,1297091.058,3099085.81,4631866.303,612116.5879,1629888.353,770786.6697,1241342.323,975261.1232,1046318.634,2682796.484,4622054.596,3300302.467,5169889.028,2914825.251,3526482.449,571877.0071,2047334.912,847912.9989,675483.2249,1661994.791,736589.2851,1465499.175,2621525.081,1785215.412,2412891.995,1485976.92,1538654.246,1016773.357,634158.8169,611523.8662,878118.7354,548197.1591,1102031.022,1335558.391,1488773.295,1594658.173,798521.9461,956535.1825,2392893.291,2694296.549,1061462.796,2319867.772,1466730.159,1527264.275,2415602.949,2190482.915,3302262.432,3285120.033,2058274.006,2907961.929,6805921.92,4191663.954,3944771.287,4983727.603,3304241.581,2717284.192,146.0691
142.0242@13.141153,2686583.474,1750865.505,1927419.555,1578593.067,1887393.685,1196045.45,2439992.439,1621750.767,2497823.753,2070594.167,2312781.978,2257739.338,1553757.629,1827813.847,1690895.696,1507716.119,1494824.38,1754125.366,1078195.335,1431945.54,1478948.056,2138474.932,1373820.915,1501559.451,814440.3225,2730365.346,1221362.526,1065802.939,976239.1334,1546539.644,3406467.751,3526857.735,13405193,3243869.2,5015095.2,5937601.687,1354963.135,2361608.648,2080713.592,2733727.771,1844133.459,2306813.086,4492900.408,6904878.569,3838964.934,5290490.681,4000472.064,5258801.867,1539516.167,3808493.85,1931581.452,1790375.812,2228902.311,1869345.552,2194805.158,2147424.578,3557626.537,3335317.348,1659577.88,3074066.878,2214641.643,1369921.011,1706817.741,1154187.085,1710274.017,1746243.915,2762462.504,2065960.316,2271237.007,2475146.66,1662561.425,2981803.313,4598953.436,1469603.83,3958169.108,1960603.662,4228004.354,3499919.842,2743493.52,5078487.975,3958173.393,5881259.142,6102675.593,5637338.477,3489926.401,3341800.718,3231871.141,2941383.596,3276388.137,142.0242
90.0316@1.1590008,17214.87605,11017.72229,14161.13282,9989.042427,59256.87048,655130.2134,17140.833,20910.57186,12077.81816,58252.43397,14579.26003,867414.9791,691647.7981,2046951.971,23340.31398,1658321.023,35944.62357,58391.37544,1062953.5,21331.85671,17127.49312,1409832.481,29153.14601,22641.74426,393280.326,12502.08596,49529.20544,18187.58515,959529.9104,10093.97247,13064.6678,11278.21265,40260.87276,9581.03474,18688.25455,18335.37188,18245.95699,1132254.272,12533.77185,19787.01815,16362.95311,9974.10907,122138.8428,32992.63142,19763.39508,6051631.44,49926.51243,182121.9245,23166.87391,27675.19563,13367.93938,14840.00552,1499572.064,16081.45455,11545.54928,3366148.408,22750.81541,40419.63317,1361596.744,123487.9562,10202.84299,10678.71072,8609.395019,1069477.014,5365.612136,204140.1125,27382.88492,2026168.766,31168.68101,16277.77626,26755.0304,66184.82636,37155.62757,13404.51787,27306.40225,1167045.568,27977.19896,4737269.819,1820358.274,171263.9904,19993.94376,41832.22805,16580.63032,46944.53337,32911.09758,39956.38892,26369.35318,30597.98342,49839.21313,90.0316
278.0937@8.90609,363125.0693,109614.9205,90752.93686,140279.3697,507946.8261,19841.06655,312512.2634,250811.0584,269145.5753,304574.6497,309580.4093,323470.9808,33304.29916,402855.5357,450572.3144,315538.1137,379436.6653,386643.8148,114168.1494,160050.8399,173486.281,50808.49809,224950.832,163993.8957,25121.1294,658069.7399,106040.5861,157692.3478,118307.5694,291783.7856,334540.7034,469586.8444,1324822.647,214405.9147,656044.2744,1020344.343,89250.50507,47303.30146,105728.3698,180148.9931,181940.8313,157181.9451,749748.7594,1247475.308,851222.6366,497172.3633,584024.4935,620698.0099,364457.8592,1057839.567,514004.1205,435569.8687,181273.2642,440366.9335,412915.4468,326363.2169,539315.2833,685843.3225,229038.0395,443107.4501,418599.4056,229365.8728,186143.4111,154443.7131,185378.8975,143584.8992,226013.5885,147924.6115,315157.0173,108569.4459,145919.8452,540320.4345,485358.0267,224793.8726,506147.6041,419797.5515,368680.0278,97675.97312,137904.9329,424706.3263,470470.4718,647500.7221,218926.2668,1809137.904,1479232.948,1406779.454,1623379.232,879224.2805,902812.2441,278.0937
174.0164@0.8770007,609886.9153,401753.1899,465035.3752,382217.5031,326422.3359,1431320.931,745195.4378,515641.0127,869846.4227,837900.1278,849729.2622,2142763.048,618939.5403,1150335.758,599534.6165,949020.8561,425176.977,549258.032,814296.4906,350693.564,587743.0305,1209499.143,472981.2453,561569.1497,238812.289,1030475.408,410109.1036,210595.2779,553739.6323,458419.2845,1228025.729,1178024.787,4644191.86,1280252.179,2049124.954,1977330.124,363646.4858,1648027.202,605917.1282,991303.1388,452456.9102,916654.198,1161011.775,2908319.486,1935277.333,4661396.255,2101452.202,2545945.76,465053.1775,1393426.647,567476.7993,623243.1345,1291232.354,489493.8183,1169080.44,1621174.951,1409323.161,1484891.353,1010166.566,1139781.209,788103.112,534573.0568,873337.3333,371622.5012,588268.044,976172.4301,1005408.5,919672.6937,475421.5866,669607.1063,311011.6507,665882.2459,2053496.972,664298.0697,1101410.426,508833.8311,1778021.251,1521355.345,2550613.29,3818479.052,1382109.067,3004739.173,3555889.494,528798.7156,425625.0636,513090.5408,445715.0658,389722.5425,323149.9741,174.0164
298.1603@0.62500066,315115.7029,224539.5588,333020.5804,276214.4971,118637.5481,50595.90054,318947.5642,204980.3874,473921.2113,335482.3824,468826.5484,257235.0537,243058.6462,129247.3913,377396.2105,76031.57042,175311.66,312603.5318,179217.4721,181185.209,372788.3638,795055.3038,291297.675,258186.3427,69529.81355,552482.5288,217366.6047,56808.87996,74717.61929,281117.5266,972207.7365,477109.9981,2065298.947,510508.4363,1802730.466,1638633.238,188311.5429,642828.7543,359049.0779,528611.9991,285766.3847,570617.4715,2149848.758,2339374.603,1306902.115,1912563.146,1830039.317,1931442.051,253252.6929,587206.2554,340194.5389,381716.4351,545902.0655,219135.9031,937879.701,498318.794,1028430.76,1084932.241,234347.2571,840146.0737,405281.7031,295381.3768,519716.878,29819.78461,365308.9828,285724.8794,429998.2436,159200.3569,143400.9924,202790.2082,60253.46799,304592.6927,662399.3128,212885.6192,684799.7146,528994.8988,646832.1777,587162.4238,411050.7019,1524251.021,836222.8098,1604998.148,2339152.971,575781.4429,289142.984,401057.8887,246700.1451,316142.6154,121483.5921,298.1603
260.1372@8.892096,251174.9314,73617.00593,64146.9952,102392.3394,344068.2146,23198.80097,233309.1513,194625.161,221700.242,237192.7849,263248.2447,228054.6902,15463.29917,202484.1029,192922.33,193665.7029,145212.5956,154902.5114,175787.5646,240289.8452,266766.3692,52912.1058,312904.3748,265308.9862,14940.8859,359259.3854,45981.78616,78937.73508,70873.05734,138794.744,204611.9956,287355.3086,872902.0272,119665.6136,339959.4248,568270.1813,128748.6394,79751.20565,169397.315,276659.3202,253469.0019,234735.5813,226308.6774,548242.8945,370909.6438,198591.0478,236689.9759,257286.708,249081.0466,799317.8392,364189.8116,264718.4339,127133.9255,290024.3395,412454.108,328020.8136,641445.0794,836078.0369,244111.8963,466030.0232,123729.2498,65855.64449,63360.6676,79034.36152,53622.63651,69813.31572,84835.95174,55829.39501,103259.4954,44057.41528,53545.35887,174716.2626,295434.3726,122693.4542,267869.2346,185986.6684,170275.2769,65646.4111,76955.63009,577467.0257,233818.4722,1003415.396,115965.7213,388061.5761,277325.0517,259821.2227,314274.798,199802.8625,172371.6559,260.1372
155.0399@7.765089,4567.355377,2397.347654,2351.389537,9263.612124,4768.159776,4570.719533,3679.680429,2975.164732,3646.303024,10194.61429,4221.454537,5035.199984,1619.553718,4739.063344,3849.352055,0.096418733,3326.491448,3476.429766,0.138842976,0.159779614,0.17630854,0.229201102,0.17630854,0.190633608,0.106887052,6564.365845,0.147658402,0.146556474,0.132231404,2855.438021,172184.1707,162212.6245,1075612.821,158996.6286,434464.8694,1051518.085,36085.02308,1251674.474,54709.51218,140657.8113,76926.61681,80217.70892,14811.57023,22134.22811,15348.6083,16906.24792,15931.10745,13050.12893,0.186225896,0.42754821,0.23030303,0.199449036,0.247933884,0.193939394,5588.861693,7972.244638,7925.294759,10268.24466,5726.589554,6616.09368,13185.91407,2037.349858,1977.976854,2695.299176,1728.606065,40248.70084,12951.4667,12448.0066,13784.6799,9139.53716,10053.70803,18347.00383,234613.674,206535.4044,262260.8269,88546.30169,386347.1964,41652.04137,3293.042415,9007.819849,17111.79666,10629.82698,0.278787879,986893.2008,335318.2105,300444.848,152474.1797,207332.5175,74717.83788,155.0399
340.2073@0.637001,309853.5816,199542.0691,268588.1153,264430.8364,129370.3746,72529.12356,299834.4128,258228.4094,401416.7266,348022.8843,409474.83,269996.0719,230001.9718,134347.1731,338340.1792,75187.71367,180624.4941,331367.9914,165024.11,192529.3219,363405.1351,585394.7418,337582.6337,240814.3786,75966.60527,502170.9348,200210.3226,71259.78796,81746.57792,268398.5294,668536.5786,339553.8683,1281802.707,642012.8598,676158.5901,572130.6871,199464.8955,482584.3237,369598.8184,518826.5545,324166.3294,477928.8172,1455545.453,1584973.285,914736.4417,1284196.733,1207533.349,1463632.432,244978.5833,517209.1313,303876.7875,312720.2322,505152.1482,247987.7819,615449.5488,408093.0352,806042.4043,839149.2088,202793.8575,658421.9217,317738.7278,242463.0078,327179.4438,32422.40003,255818.5704,264121.4414,353140.6676,168256.5454,157269.0012,196033.0875,65858.93798,308161.9715,874674.2396,275806.0157,560782.1387,990598.5902,772914.7862,559899.5764,323156.9688,1035404.342,707357.4977,1113199.545,1433582.753,296984.3639,336854.2667,416569.849,251540.7192,312558.2143,115392.9133,340.2073
276.132@9.399085,37483.47112,12193.51017,10759.08763,12332.89697,45970.22035,10565.04677,90243.00576,79562.3249,76706.3029,85532.23553,88686.88082,349949.0898,33275.94048,104280.3566,50417.55854,162975.813,43279.98883,57480.96221,38244.506,14920.14047,14371.70248,67765.71242,20387.26171,13321.09526,5577.366373,80929.78518,12199.83249,14388.76806,26031.40477,32046.92016,28739.54223,36521.6914,133568.2414,19046.3108,62623.27934,107282.833,47196.32939,20715.70362,75284.37491,168742.1204,97579.8867,98072.03615,242146.6939,282924.0497,143476.235,223287.7222,114872.0805,149539.4094,28797.32077,80823.92739,47708.88479,61078.47499,219342.5204,49991.95153,30232.07595,122150.7076,35794.9008,41091.28275,135103.9234,33458.03865,78710.07615,56978.92826,48548.31723,47573.85294,32165.23039,89283.38515,33862.87282,98070.50903,48473.93172,17084.70022,21497.32019,77275.72662,276023.1412,135356.9362,282180.331,499740.7865,238397.011,274621.9733,99105.0482,51542.33066,149337.9319,21101.76581,111707.2364,650324.5823,450692.6173,441123.0847,474994.8466,302849.6039,222597.9787,276.132
131.0945@10.887124,29142.1488,13065.39392,14740.48268,15672.3394,23645.52065,7362.82971,29891.98503,23634.24127,28576.12116,27246.56024,27779.13052,24658.6181,5986.413221,16529.5206,14225.40161,16719.0083,12201.97351,13743.53063,10325.47444,12945.82367,16413.09091,6379.125071,16704.61709,14963.49911,2973.009908,27631.62757,5772.262251,6955.057308,5819.768553,11215.22316,37188.58026,44138.88918,139738.6018,26111.91909,64366.21488,104462.2842,18811.27545,19736.52786,25952.25114,41604.97183,31821.87316,37003.14538,30068.59501,96883.52732,65591.83816,55336.58839,63474.73558,83491.50744,12644.55211,44517.17472,19557.56361,17271.28927,10572.02478,15549.7697,32861.76961,24762.09921,39981.88702,47794.70426,14476.32513,30324.03038,14897.93391,8737.468302,10688.96526,7434.402212,7774.866688,10123.95372,34618.60615,14009.39503,27394.46063,20157.02638,15843.04579,41073.2578,48400.61876,19926.58947,37069.92844,21480.70848,31137.03312,11801.25346,22400.32721,390607.4287,57845.67757,1182117.864,79624.60612,73889.10309,39901.95048,43254.35971,53791.53226,31034.9454,25093.29141,131.0945
306.0303@13.147144,280420.937,189655.6933,259603.5202,207474.7152,235764.1927,152343.695,249261.2113,196677.4167,259628.242,252424.8598,284922.4606,280242.7628,208998.4611,234391.197,227291.9481,194015.2208,187186.4666,188596.8206,134199.8586,156498.6994,188418.821,282232.7362,160877.5758,190713.6741,105778.9539,337238.1143,151991.9546,131581.9197,122146.5115,199531.6698,445472.3367,450356.0411,1480940.833,437034.8641,641681.7471,676200.3928,169594.5611,303494.8418,230209.9132,334985.8457,216224.1728,288879.563,605709.2968,766944.8335,518455.4358,682987.9532,516900.3177,594250.0744,204570.6366,482552.9285,249840.2118,236155.0382,285736.3633,194361.794,308880.6118,261412.5524,374926.5011,435840.8144,205352.9429,327890.998,229430.7442,175487.7875,226094.6242,146269.9754,191863.5338,228556.1654,346817.9403,260810.2841,275796.3093,261052.5049,205663.7043,352745.3571,610134.3083,182376.0325,410359.7693,240915.3768,455557.4461,441029.8815,302892.9931,620959.1018,411226.1942,685178.5005,832087.0309,589177.758,434192.0305,359615.211,404924.4845,348507.2523,328960.8765,306.0303
486.1518@3.990018,152540.7715,65482.20374,80369.72582,94692.16973,190516.2864,70591.98197,122446.663,95702.66867,95073.21195,146754.2276,139321.7446,193830.1085,35763.40164,198565.9233,164278.6458,104519.0636,138207.2414,118111.7013,50102.25153,62862.01365,73879.80168,1264.273279,87051.54824,69118.69447,913.7774075,163939.7412,54170.84731,84049.77145,11316.03298,91743.42715,92318.75892,114687.5899,314681.6532,79442.83991,173221.2893,205614.575,70059.57122,3024.304688,82362.76332,149844.6741,84569.10714,100669.1634,0.20661157,411305.0531,319262.9098,88727.83465,174266.6277,197565.9135,117691.4142,300097.7988,151762.9028,81700.20889,4401.69421,110576.9697,188855.0629,65131.93397,245580.2863,362400.7134,68342.31983,236349.9234,83421.76872,45176.08806,32561.28256,85447.76483,46174.66073,42685.14381,166665.5156,189496.3073,219777.7522,128928.4773,155171.6854,313069.0448,217240.4073,82847.29452,238151.9233,196437.9543,124210.9892,133815.1357,184274.3268,186816.3474,322349.6869,48085.21592,110994.9334,379881.1033,332279.6601,246733.6916,288646.7181,253663.6161,217209.4905,486.1518
224.0272@13.141153,244547.3832,160193.5804,216053.4639,186847.3213,204360.5123,132914.6615,220734.3122,172417.5445,231760.3632,220586.9789,245747.172,249120.581,175698.2132,198911.942,182073.7069,161440.0555,161043.6116,150036.9428,115160.4602,126450.4653,154107.3279,264777.8117,147062.4794,161635.3767,94281.9154,299975.128,148602.1607,115272.9687,108320.8587,168802.9755,365517.4588,405448.2252,1343012.659,383071.9202,539341.9438,608333.9465,147315.7981,290875.2468,200358.743,288991.1202,190569.0159,243934.0904,494100.8259,646062.8979,412658.2455,553399.8872,429283.9534,487686.9681,164300.2177,451972.7566,209809.7452,192711.1489,244971.8179,180437.1395,259343.6533,226137.6003,326309.6692,358129.8737,175997.053,268420.6177,216206.8102,152329.5699,189943.2788,116958.5147,160499.261,193272.4893,293672.9947,230623.7123,255832.9269,225881.8466,175966.7896,314535.1572,495768.4405,158924.5285,360378.2706,212021.8683,393091.4411,373807.7894,269449.3205,601146.1745,355248.986,697508.079,651683.952,528094.7762,373387.6767,304351.1108,373239.83,309756.016,289194.3201,224.0272
388.0333@13.143149,213915.7027,148084.8725,194832.6727,154437.4304,177538.7106,116055.5586,190705.1002,143219.4355,204336.8481,197418.8732,212199.6729,210631.8539,162350.7917,175036.0104,161028.6062,143533.3612,143514.6816,135246.184,100157.5741,111561.4819,140250.8871,225385.7059,117730.292,149955.9228,81346.76503,258602.0112,117577.7277,96155.48276,92123.50346,144635.3446,329774.1579,325848.5736,1095232.796,319574.758,468148.1356,500847.1533,133476.1849,242845.201,169724.1861,251505.8177,161478.1041,224281.3995,470680.9912,611680.3739,389778.5066,536347.8409,405960.4587,455743.0105,149794.7102,352867.9366,183132.5937,177955.6101,224908.7601,146327.6607,232887.8319,194019.1341,281294.862,326186.548,154911.8684,243368.1163,173957.2432,133941.1733,175063.3714,110420.0007,140101.0792,167432.5686,265162.8128,188934.0991,203196.517,196864.7294,152551.4562,270778.5622,442335.77,141908.9362,309017.8517,180401.2932,349460.6206,340599.2627,223670.9569,481642.2206,315986.9101,525721.2803,641148.0005,438122.9579,317131.7295,258612.5208,282205.2239,272033.2282,252014.7632,388.0333
248.1008@9.509085,41982.3692,14188.57959,11318.34714,17919.22425,75821.6859,4561.674905,70931.86754,52763.2616,65617.21201,74726.73584,71813.3106,90505.74517,9249.074377,52873.24719,44426.65277,48030.12408,33787.24396,36940.69106,34227.01507,43081.37732,46295.44905,16909.4259,65284.14327,44346.81028,4276.230289,107362.3004,12632.6931,19020.83198,16452.2974,33084.15432,45913.30095,66770.36352,225481.5076,28317.58686,101228.8463,180882.7304,25431.968,13662.8992,33728.84615,53279.16189,49332.48743,44727.1999,64410.3305,148451.1125,96934.14236,43650.94873,56322.79453,65009.67163,96681.40862,439486.2111,137186.3332,122775.3417,63810.37182,112417.8425,88096.29398,52958.77693,119313.3112,183602.5873,50985.95061,83089.54566,35025.90088,17342.31952,17506.72392,23556.94107,14592.7758,22293.05125,21670.29097,17595.43801,26673.80277,11155.32503,13463.20666,44280.44953,66257.97745,29815.83462,63564.4519,53631.60536,48911.46677,20203.40829,14244.66663,122322.9523,32430.71398,148091.5166,13584.77577,200756.8244,143690.3275,161406.4295,185810.5153,85271.27698,75896.55303,248.1008
117.0789@10.988114,50647.38298,26640.22199,34206.05408,33585.06668,37921.86774,3141.249569,36600.88748,29087.6914,39604.12114,38317.86874,41138.49634,29558.25445,12874.83966,18761.0666,30033.47595,11389.27,18173.16247,20148.45628,17908.8001,27217.65835,39769.03583,7300.3989,37864.28651,36629.58056,5692.96472,80857.13945,18837.88978,19268.51242,10967.9338,29308.93669,134750.1656,184356.9319,627911.4898,142822.3194,319274.3306,423933.0508,34299.2093,54601.42654,45618.24776,92358.06926,54395.93094,67196.43622,108631.1982,187086.496,145071.3094,58316.40326,122413.6678,152174.0336,30730.34557,106351.5484,44955.84237,39723.8656,18776.157,33748.36365,93750.0295,27675.94714,107946.4737,133249.6004,15377.85681,80398.81011,27169.42484,13258.99171,19888.40987,10045.3091,16744.07883,12635.29257,91705.15176,19372.33057,59140.18682,55340.59155,35788.7263,97358.14037,77355.44467,33025.57566,64659.75768,27932.7283,58886.59572,10776.75483,29086.63628,475750.8008,156758.0526,573012.288,279369.9881,137349.3092,71606.33236,92900.92603,87139.58187,51747.97236,48501.36079,117.0789
294.1214@8.766077,74293.80174,23935.68811,24247.54386,32271.51516,66772.73825,3282.781249,18634.62253,15171.65176,19629.3333,23310.93381,25227.8859,17863.70904,3464.65785,19399.67376,32431.73379,17302.72731,23910.25446,27222.36705,15050.85628,35707.22858,39860.01103,5274.375759,48657.45456,37854.78276,849.6451763,87335.7345,12696.99833,16127.22096,5990.214833,30945.43256,16512.19509,22215.25947,106044.8034,9797.481022,37589.44463,58533.90738,13154.80879,7080.193952,16090.4082,29185.24458,22307.16246,24266.19995,20284.91733,65746.00169,45003.8844,15591.37189,22300.26227,32313.7697,35325.37644,153202.2812,48426.16357,41322.54935,14370.86775,37360.87274,90646.66973,22819.83474,112876.2148,172483.0137,14962.15984,88626.65862,36253.19344,16159.47104,18515.60987,9795.333895,16256.46065,8228.49587,7643.842445,4272.53884,7814.452347,5607.920643,3400.191748,13063.29199,24108.57081,9956.352588,21088.24246,13473.58454,20993.24633,3703.388434,8260.206037,125966.1225,27725.59829,509707.271,16898.4485,49545.34549,25196.17195,27200.24844,28244.21765,22725.57131,11080.34819,294.1214
450.1577@0.92200094,12727.96145,9912.721194,9233.388452,9769.890912,24166.47381,15495.03903,16201.91785,14578.85617,15689.45452,17429.53328,11821.43359,22669.5272,12920.34545,23045.84455,14024.65616,23230.84027,13299.10078,9294.391773,9441.252947,11462.82918,10852.31956,7887.039121,14546.86502,11580.99169,5512.004941,14058.93279,6769.842415,12593.45125,9720.330508,11783.7631,16412.26947,27767.21207,48260.71244,19886.44304,24940.26446,26267.26279,16833.14873,11353.75098,12569.28094,21830.40492,16611.32501,15587.47269,12297.10742,33334.1306,27723.23973,18135.74875,14311.69147,17764.76364,11809.51519,37189.63972,11348.1818,8128.545462,9854.876021,9997.575761,15155.69693,14472.28762,18652.38841,27811.63478,15131.64193,20022.0276,9990.403321,7261.743787,11779.59005,16375.63363,8359.315174,9552.079342,20412.67884,25193.11073,21747.17081,15184.8308,18573.93616,24575.99721,41961.05843,11619.38289,31476.88159,24592.53547,18059.49646,25081.96312,19614.26055,25473.27773,25940.42474,6413.119551,20621.10305,25283.27275,30248.22485,18030.63193,23256.70415,18862.81319,25999.50409,450.1577
229.0883@7.791069,80987.6034,31451.15036,31263.75104,40569.98789,100165.19,30106.5519,63900.90172,43710.88035,63400.72716,73762.00692,76503.58883,97519.85424,17265.06446,71248.54189,56532.98497,72814.75223,44227.55687,47642.26135,6513.609955,5778.829189,7912.815429,3962.314051,11063.88981,9143.836325,0.053443526,53537.15596,9256.705221,11778.01103,11752.52884,20220.72731,75028.82499,108503.5866,315268.8796,65943.96714,170652.6595,223731.8477,25396.66332,7030.287065,37216.65109,87138.38663,44263.28359,50795.30898,138613.8428,256700.9059,163460.2384,169117.5205,143474.9125,130648.2953,9630.29976,43454.50365,13374.27271,9654.530037,13117.93387,12323.58788,52200.52107,57498.37693,60472.84568,89495.62668,36458.22604,45461.44364,47232.31743,28041.24237,28637.47431,34289.8667,23142.04855,37411.6496,107527.3336,94224.09912,113746.2728,61994.33533,71404.5942,191793.694,170860.3566,64947.42681,157207.7578,87727.34742,108649.2845,22055.73556,41691.19382,137182.587,73461.08415,143634.4714,43628.35155,297700.0123,198055.7607,195166.4647,202632.918,145125.8433,117306.4626,229.0883
165.0789@9.677098,8674.93114,6756.322853,8798.292033,7475.393942,0.126721763,0.083746556,0.121763085,0.103581267,0.121212121,0.121763085,0.136088154,0.145454545,0.094214876,0.127823691,2810.436356,0.096418733,2078.039662,0.084297521,0.069421488,2560.787874,3776.617081,0.114600551,2585.035813,3579.336624,0.053443526,4240.160334,2297.490906,2220.990085,0.066115702,2777.041327,0.18677686,0.186225895,0.560330579,0.160330579,0.252892562,0.300826446,2341.108536,0.131680441,0.104132231,4853.677678,0.112947658,4169.327264,0.20661157,0.302479339,4608.373564,0.244628099,0.205509642,4761.200551,2979.986788,5403.568052,3773.05454,2889.817083,0.123966942,2679.757577,4802.780152,0.12892562,6657.402199,6987.695886,0.104683196,5668.079904,2625.725624,0.079889807,0.085950413,0.082093664,0.078787879,0.105785124,0.157575758,0.13553719,0.15261708,0.121763085,0.113498623,0.188980716,0.231955923,0.077134986,0.187327824,0.124517906,0.172451791,0.211019284,0.139393939,99815.91586,5002.705775,483716.0203,0.278787879,0.278787879,0.216528926,0.171349862,0.205509642,0.177410468,0.177410468,165.0789
188.116@11.346127,18494.2149,7060.049574,6537.425911,7917.381821,13893.52065,13365.61535,172303.4105,140557.3969,146066.6664,144396.6508,140254.6289,145579.7814,2720.642974,11831.23302,3915.090898,9872.989003,3624.334974,4248.173571,22573.78525,22753.6556,24792.77136,7099.045732,28299.54822,22214.62966,2351.515144,20367.66503,2955.530574,4875.93389,8027.437958,7488.710756,76700.47789,138734.1948,250293.506,45420.53072,176632.557,354227.3517,6280.419272,13161.06504,9621.714012,11506.02147,14960.1432,11216.03634,25208.88427,24490.84464,15271.57689,38175.92725,13472.80111,13777.22424,21357.59622,97807.21116,38996.63631,27060.64686,17332.68593,33913.69698,36261.482,59134.1852,55805.75753,60775.1357,36892.45193,38160.87613,20001.09755,14330.31402,12548.4165,11990.68266,8799.739418,30811.8215,9457.854571,12139.93057,15762.90249,4519.115137,7326.109117,21013.33275,18511.01048,7825.19006,16581.697,12917.36305,0.172451791,11411.28982,15980.67874,215093.802,14962.98344,260731.3936,10576.65455,272654.8244,241536.2847,270016.0255,298681.9594,106325.6417,144608.6918,188.116
